  
 ------------------------------------------------------------
         COND_ID           P_ID        E_RATIO        S_RATIO
        4.000000       4.000000       0.019527       0.014145
        4.000000       4.000000       0.027179       0.013340
        4.000000       4.000000       0.018365       0.013990
        4.000000       4.000000       0.016307       0.013340
        4.000000       4.000000       0.017215       0.013141
        4.000000       4.000000       0.026062       0.013340
        4.000000       4.000000       0.022579       0.013496
        4.000000       4.000000       0.012941       0.026933
        4.000000       4.000000       0.023233       0.026724
        4.000000       4.000000       0.023866       0.013429
        4.000000       4.000000       0.016719       0.014235
        4.000000       4.000000       0.025806       0.026724
        4.000000       4.000000       0.028273       0.026571
        4.000000       4.000000       0.025745       0.026903
        4.000000       4.000000       0.020314       0.013966
        4.000000       4.000000       0.022119       0.026993
        4.000000       4.000000       0.021555       0.026903
        4.000000       4.000000       0.024689       0.027113
  
