conceptID,term,Type,MTurk_E,MTurk_P,MTurk_A,US_E,US_P,US_A,org_E,org_P,org_A
802,Air_Force_enlistee,Identities,.41394231,.21418269,.38004807,.58594728,.38505745,.21035601,2.0599999,1.5599999,.86000001
803,Air_Force_officer,Identities,.48025,.53775001,.44799998,.58845669,.63218391,.44983822,2.0699999,2.4200001,1.6
804,Air_Force_reservist,Identities,.43850574,.33448276,.25494185,.55332494,.39942527,.15210359,1.9299999,1.61,.68000001
805,American,Identities,.33293268,.29182693,.37475961,.42283565,.45689651,.50485438,1.41,1.8099999,1.77
806,Arab,Identities,.14019607,.029455446,.036274508,.14680052,.06609194,-.016181204,.31,.44999999,.16
807,Army_enlistee,Identities,.33168316,.053465348,.41460395,.66875786,.40804595,.35275081,2.3900001,1.64,1.3
808,Army_officer,Identities,.4126344,.54892474,.47123656,.39021331,.61494249,.46278319,1.28,2.3599999,1.64
809,Army_reservist,Identities,.51547617,.33714285,.31928572,.50564617,.27586204,.13268611,1.74,1.1799999,.62
810,Asian,Identities,.29268867,.067452833,.023584906,.42283565,.048850562,-.17799351,1.41,.38999999,-.34
811,Asian_American,Identities,.29950494,.084749997,.04575,.35759097,.16666666,-.087378614,1.15,.80000001,-.059999999
812,Asian_man,Identities,.25861111,.07,.035277776,.27478045,-.0057471339,-.18122974,.81999999,.2,-.34999999
813,Asian_woman,Identities,.29117647,-.070833333,-.012500001,.38268507,.028735621,-.15533978,1.25,.31999999,-.27000001
814,Australian,Identities,.25558251,.082038835,.12645631,.32747805,.028735621,.13268611,1.03,.31999999,.62
815,Austrian,Identities,.20990099,.081500001,.061499998,.21204518,.017241372,.032362487,.56999999,.28,.31
816,Black,Identities,.14,.034840427,.16835107,.28481808,.13793102,.24919097,.86000001,.69999999,.98000002
817,Buddhist,Identities,.35066965,.054464288,-.43906251,.43287331,.11206896,-.67637539,1.45,.61000001,-1.88
818,CEO,Identities,.19663462,.75144231,.51201922,.24717693,.86206895,.41100326,.70999998,3.22,1.48
819,Catholic,Identities,.14854369,.10048544,.013221153,.20702636,.077586204,-.1359223,.55000001,.49000001,-.20999999
820,Chinese,Identities,.23510101,.068499997,.13762626,.36260977,.054597691,-.025889942,1.17,.41,.13
821,Christian,Identities,.2920354,.11084071,.062610619,.44542032,.35057473,.14239484,1.5,1.4400001,.64999998
822,Christian_missionary,Identities,.38104394,.27829671,.16730769,.50062734,.41666666,.071197435,1.72,1.67,.43000001
823,German,Identities,.13269231,.10137363,.099456519,.21455459,.13218389,.13268611,.57999998,.68000001,.62
824,God,Identities,.45528847,.56699032,-.16514423,.86951065,.92816091,-.21682845,3.1900001,3.45,-.46000001
825,Hindu,Identities,.28725961,.053365383,-.18701923,.25972399,-.022988513,-.28155339,.75999999,.14,-.66000003
826,Hispanic_American,Identities,.15858586,-.038888887,.18080808,.35759097,-.068965524,.032362487,1.15,-.02,.31
827,Hispanic_man,Identities,.22826087,.013586958,.21875,.21204518,-.083333343,.11650488,.56999999,-.07,.56999999
828,Hispanic_woman,Identities,.2078125,.063541666,.2453125,.34755334,-.048850581,.22977349,1.11,.050000001,.92000002
829,Jew,Identities,.3309406,.12425742,.046782177,.37264743,.089080445,-.022653695,1.21,.52999997,.14
830,Marine_Corps_enlistee,Identities,.46076643,.22554745,.45127738,.51317441,.34482756,.31067961,1.77,1.42,1.17
831,Marine_Corps_officer,Identities,.43494898,.57397962,.49209183,.56838143,.67816091,.52103561,1.99,2.5799999,1.8200001
832,Marine_Corps_reservist,Identities,.51966292,.48249999,.44277778,.46047679,.41666666,.15210359,1.5599999,1.67,.68000001
833,Methodist,Identities,.16052632,.057894737,-.031052632,.36260977,.060344823,-.1003236,1.17,.43000001,-.1
834,Mormon,Identities,.12313084,.046495326,-.015654206,.10664996,-.14367817,-.25889963,.15000001,-.28,-.58999997
835,Muslim,Identities,.0013888885,-.013333334,.04222222,.2371393,.0057471166,-.10355984,.67000002,.23999999,-.11
836,Navy_enlistee,Identities,.45185184,.14888889,.35888889,.48557088,.2327586,.27508092,1.66,1.03,1.0599999
837,Navy_officer,Identities,.50620437,.51587594,.44178832,.53074026,.63793105,.28802592,1.84,2.4400001,1.1
838,Navy_reservist,Identities,.44999999,.32527778,.24583334,.53575909,.36781609,.071197435,1.86,1.5,.43000001
839,Protestant,Identities,.20157658,.050454546,.034545455,.32245922,.11206896,.071197435,1.01,.61000001,.43000001
840,Turk,Identities,.27571428,.06706731,.064423077,.17691344,.017241372,.0097087622,.43000001,.28,.23999999
1,abandon,Behaviors,-.79628712,-.10693069,-.15049505,-.76160598,-.086206906,-.10355984,-3.3099999,-.079999998,-.11
1710,abandoned,Modifiers,-.76143616,-.48643616,-.2516129,-.74654949,-.23275863,-.46601939,-3.25,-.58999997,-1.23
2,abduct,Behaviors,-.8771739,.36532846,.51159418,-.8870765,.50574714,.36893207,-3.8099999,1.98,1.35
3,abet,Behaviors,-.15227273,.19198719,.1826923,.076537035,.034482751,-.12621357,.029999999,.34,-.18000001
4,abhor,Behaviors,-.510625,.011875,-.045624997,-.46549559,.19540228,.13268611,-2.1300001,.89999998,.62
1711,able_bodied,Modifiers,.74943179,.55459768,.37816092,.81681305,.72988504,.44012949,2.98,2.76,1.5700001
5,abort,Behaviors,-.45199999,.2545,.15575001,-.39523208,.31896552,-.1359223,-1.85,1.33,-.20999999
841,abortionist,Identities,-.11593407,.26277173,.11208791,-.1041405,.22413792,-.1359223,-.69,1,-.20999999
1712,absentminded,Modifiers,-.505,-.43575001,-.31400001,-.33249682,-.545977,-.55016178,-1.6,-1.6799999,-1.49
6,abuse,Behaviors,-.91947114,.014903845,.48822114,-.8971141,.11206896,.42071199,-3.8499999,.61000001,1.51
1713,abusive,Modifiers,-.90686816,.14368132,.55247253,-.85696357,.2729885,.53398061,-3.6900001,1.17,1.86
1714,abusive_physically,Modifiers,-.88480395,.039950982,.55759805,-.87452942,.060344823,.592233,-3.76,.43000001,2.04
1715,abusive_verbally,Modifiers,-.85959595,.15277778,.59444445,-.7490589,.28160921,.64401299,-3.26,1.2,2.2
842,academic,Identities,.51760203,.28494897,-.077806123,.65621078,.58620685,-.10679609,2.3399999,2.26,-.12
7,accept,Behaviors,.71529126,.56140774,.0038834952,.73902136,.62643677,-.16181226,2.6700001,2.4000001,-.28999999
8,acclaim,Behaviors,.53183961,.40357143,.35377359,.45294857,.30172414,.27831718,1.53,1.27,1.0700001
9,accommodate,Behaviors,.60668319,.35321781,.02178218,.70890838,.41666666,.064724945,2.55,1.67,.41
1716,accommodating,Modifiers,.60093284,.26249999,.055410448,.67126727,.33333331,-.19093849,2.4000001,1.38,-.38
843,accomplice,Identities,-.099479169,.036718749,.159375,.03387706,-8.5638856e-09,.0064725196,-.14,.22,.23
10,accost,Behaviors,-.52873564,.23678161,.45775861,-.26725218,.19252872,.38511327,-1.34,.88999999,1.4
844,accountant,Identities,.32703704,.19185185,-.039629631,.32747805,.27011493,-.22330093,1.03,1.16,-.47999999
845,accounting_clerk,Identities,.29116163,.024747474,-.12045454,.33500627,.06896551,-.34951454,1.0599999,.46000001,-.87
11,accuse,Behaviors,-.33785716,.26320755,.34834906,-.36511916,.24712645,.38511327,-1.73,1.08,1.4
846,accused,Identities,-.33625001,-.36925,.031750001,-.2973651,-.45977011,-.097087353,-1.46,-1.38,-.090000004
12,acknowledge,Behaviors,.6356383,.43164894,.1768617,.73400253,.50287354,.067961186,2.6500001,1.97,.41999999
847,acquaintance,Identities,.31478262,.0045652175,-.01754386,.34755334,-.057471272,-.11974107,1.11,.02,-.16
1717,acquiescent,Modifiers,-.033881579,-.27697369,-.34868422,.22208282,-.16954024,-.39158574,.61000001,-.37,-1
1718,active,Modifiers,.69108909,.5158416,.77648515,.78670007,.61781603,.78964406,2.8599999,2.3699999,2.6500001
848,actor,Identities,.26610577,.32331732,.43389422,.27478045,.3275862,.47572815,.81999999,1.36,1.6799999
1719,adaptive,Modifiers,.70339805,.47427183,.21383496,.7816813,.71551722,.10679615,2.8399999,2.71,.54000002
849,addict,Identities,-.55214286,-.58833331,.035238095,-.49058968,-.74137926,-.0064724665,-2.23,-2.3599999,.19
13,address,Behaviors,.35195652,.26456523,.1926087,.42032623,.31321836,.071197435,1.4,1.3099999,.43000001
14,admire,Behaviors,.4970803,.16824818,-.064963505,.61856967,.33333331,-.16828476,2.1900001,1.38,-.31
15,admit,Behaviors,.13880208,.20703125,.10390625,.29987454,.27011493,-.0097087091,.92000002,1.16,.18000001
16,admonish,Behaviors,-.17265193,.23204421,.28024861,-.026348783,.10344826,.10355989,-.38,.57999998,.52999997
850,adolescent,Identities,.23497537,-.25209358,.48780787,.23462988,-.29597703,.63430423,.66000003,-.81,2.1700001
17,adopt,Behaviors,.72821784,.59059405,.25470296,.85194474,.76436782,-.019417448,3.1199999,2.8800001,.15000001
851,adopted_child,Identities,.37398991,-.12954545,.07424242,.5633626,-.09195403,-.0097087091,1.97,-.1,.18000001
852,adopted_daughter,Identities,.52596152,.051201925,.12091346,.57340026,.040229879,-.019417448,2.01,.36000001,.15000001
853,adopted_son,Identities,.50131577,.081842102,.23394737,.48306149,.054597691,.022653747,1.65,.41,.28
18,adore,Behaviors,.55441177,.23694853,.049080882,.71141779,.37931031,-.032362435,2.5599999,1.54,.11
854,adult,Identities,.20550001,.26949999,.10775,.33500627,.45689651,.025889991,1.0599999,1.8099999,.28999999
855,adulterer,Identities,-.72698021,-.12846534,.18366337,-.67879546,-.10632185,2.4111911e-08,-2.98,-.15000001,.20999999
856,adulteress,Identities,-.56999999,.11333334,.23777778,-.54077792,.06609194,.24271846,-2.4300001,.44999999,.95999998
1720,adventurous,Modifiers,.54976636,.49883178,.62924528,.68381429,.56896549,.61812294,2.45,2.2,2.1199999
857,advertising_copy_writer,Identities,.22750001,.17083333,.15888889,.23212047,.094827577,.1456311,.64999998,.55000001,.66000003
858,advertising_executive,Identities,.094531253,.50208336,.49192709,.10163113,.5488506,.42071199,.13,2.1300001,1.51
19,advise,Behaviors,.52450979,.40269607,.07376238,.71392721,.59195399,.022653747,2.5699999,2.28,.28
1721,affable,Modifiers,.48511904,.23869048,.17797619,.40025097,.19540228,.11003239,1.3200001,.89999998,.55000001
1722,affected,Modifiers,.033980582,.0021844667,.040048543,.051442932,.12643678,-.022653695,-.07,.66000003,.14
1723,affectionate,Modifiers,.7005263,.35263157,.079473689,.71643662,.47413793,-.36893201,2.5799999,1.87,-.93000001
1724,afraid,Modifiers,-.43971962,-.43831775,-.11752336,-.425345,-.38793105,-.26537216,-1.97,-1.13,-.61000001
20,aggravate,Behaviors,-.59053397,.041747574,.43033981,-.51568377,.086206883,.55016184,-2.3299999,.51999998,1.91
1725,aggravated,Modifiers,-.55151516,-.26035354,.22550505,-.53826851,-.15229885,.2168285,-2.4200001,-.31,.88
1726,aggressive,Modifiers,-.24306931,.40940595,.61757427,-.13927224,.35632184,.64401299,-.82999998,1.46,2.2
1727,aggrieved,Modifiers,-.43548387,-.22392473,-.03763441,-.2973651,-.16666667,-.21035595,-1.46,-.36000001,-.44
21,agitate,Behaviors,-.54065657,.075252526,.47979799,-.46047673,.077586204,.43365696,-2.1099999,.49000001,1.55
1728,agitated,Modifiers,-.55097085,-.22888349,.23276699,-.425345,-.28735632,.28802592,-1.97,-.77999997,1.1
859,agnostic,Identities,.12022901,-.025572518,-.042557251,.12421583,-.086206906,-.15857603,.22,-.079999998,-.28
1729,agonized,Modifiers,-.65981483,-.35708955,.056343284,-.62107903,-.31896552,-.11003233,-2.75,-.88999999,-.13
22,agree_with,Behaviors,.36989248,.22876345,.067473121,.51317441,.27586204,-.025889942,1.77,1.1799999,.13
1730,agreeable,Modifiers,.5,.12575001,-.056249999,.56838143,.25,-.24271843,1.99,1.09,-.54000002
23,aid,Behaviors,.82300884,.59225667,.2938053,.85947305,.68965513,.071197435,3.1500001,2.6199999,.43000001
860,aide,Identities,.5430693,.19133663,.1990099,.57089084,.34195399,2.4111911e-08,2,1.41,.20999999
1731,aimless,Modifiers,-.46718749,-.5419271,-.47708333,-.30991215,-.62068969,-.53398055,-1.51,-1.9400001,-1.4400001
861,airline_pilot,Identities,.49004853,.50946599,.23580097,.48557088,.62931037,.038834982,1.66,2.4100001,.33000001
24,alarm,Behaviors,-.1826923,.29835165,.55576921,-.021329967,.34770113,.65048546,-.36000001,1.4299999,2.22
1732,alarmed,Modifiers,-.30619046,-.14261904,.40380952,-.27478039,-.0028735732,.42718449,-1.37,.20999999,1.53
862,alcoholic,Identities,-.62368423,-.55592108,.08991228,-.50564611,-.58908045,.29773465,-2.29,-1.83,1.13
25,alert,Behaviors,.58112448,.41686746,.39387551,.62107909,.51149422,.58576053,2.2,2,2.02
26,alienate,Behaviors,-.63688117,.070544556,-.08292079,-.63111663,.22701149,-.27184463,-2.79,1.01,-.63
27,allow,Behaviors,.28480393,.24705882,-.0078431377,.36762863,.34195399,-.080906123,1.1900001,1.41,-.039999999
863,ally,Identities,.66520619,.43118557,.17216495,.65621078,.55459774,-.11974107,2.3399999,2.1500001,-.16
1733,aloof,Modifiers,-.31927082,-.215625,-.41302082,-.13174401,-.39080459,-.47249189,-.80000001,-1.14,-1.25
864,alumnus,Identities,.37575758,.24292929,.10126263,.45294857,.33620688,.035598729,1.53,1.39,.31999999
28,amaze,Behaviors,.70319146,.57367021,.42393616,.71894604,.71551722,.45631069,2.5899999,2.71,1.62
865,ambassador,Identities,.43528038,.54345793,.25023365,.43538269,.59195399,.032362487,1.46,2.28,.31
1734,ambitious,Modifiers,.56285048,.50724298,.46705607,.71894604,.63793105,.3721683,2.5899999,2.4400001,1.36
1735,amorous,Modifiers,.44036144,.30150601,.24246988,.53324968,.35632184,.097087398,1.85,1.46,.50999999
29,amuse,Behaviors,.61809522,.39254808,.46476191,.69887078,.51436782,.51132685,2.51,2.01,1.79
1736,amused,Modifiers,.67368418,.29364035,.2883772,.70138019,.35057473,.22977349,2.52,1.4400001,.92000002
1737,amusing,Modifiers,.60699999,.3175,.4235,.66624844,.43965515,.50809062,2.3800001,1.75,1.78
30,analyze,Behaviors,.28275001,.28674999,-.17299999,.20200753,.25862068,-.27508086,.52999997,1.12,-.63999999
866,anesthetist,Identities,.38294119,.32787356,-.098235294,.45043916,.46839079,-.35598701,1.52,1.85,-.88999999
867,angel,Identities,.77965689,.60147059,-.19538835,.89209533,.73275858,-.34627828,3.28,2.77,-.86000001
31,anger,Behaviors,-.59025002,.26425001,.47099999,-.48808026,.21264367,.46601942,-2.22,.95999998,1.65
1738,angry,Modifiers,-.49516129,.011021505,.38790321,-.37515679,.1005747,.51456308,-1.77,.56999999,1.8
1739,anguished,Modifiers,-.56037235,-.41223404,-.19414894,-.425345,-.25862071,-.32686082,-1.97,-.68000001,-.80000001
32,annihilate,Behaviors,-.78275001,.50202018,.57274997,-.66373897,.56034482,.55016184,-2.9200001,2.1700001,1.91
33,annoy,Behaviors,-.62930107,-.024999999,.43333334,-.4203262,.083333321,.45954695,-1.95,.50999999,1.63
1740,annoyed,Modifiers,-.49436274,-.23259804,.073039219,-.45294851,-.2270115,.10355989,-2.0799999,-.56999999,.52999997
1741,annoying,Modifiers,-.67281556,-.014320387,.51043689,-.47051442,.0028735562,.5598706,-2.1500001,.23,1.9400001
34,answer,Behaviors,.53193069,.28415841,.23886138,.53074026,.27011493,.048543721,1.84,1.16,.36000001
35,antagonize,Behaviors,-.61774999,.019750001,.36825001,-.63362604,.15804596,.43365696,-2.8,.76999998,1.55
868,anti_Semite,Identities,-.75212264,-.20070754,.25257009,-.63613546,-.16666667,.36893207,-2.8099999,-.36000001,1.35
1742,antisocial,Modifiers,-.35864484,-.33457944,-.44392523,-.34253445,-.53735632,-.82524264,-1.64,-1.65,-2.3399999
1743,anxious,Modifiers,-.50759804,-.40735292,.21838236,-.35508153,-.37356323,.11974112,-1.6900001,-1.08,.57999998
1744,apathetic,Modifiers,-.26019418,-.28316832,-.50073528,-.23212042,-.29310346,-.64724916,-1.2,-.80000001,-1.79
36,apologize_to,Behaviors,.7341398,.47016129,.077150539,.74654955,.61206895,-.36569577,2.7,2.3499999,-.92000002
1745,appalled,Modifiers,-.4867647,-.16004902,.047058824,-.23713925,-.11494254,.064724945,-1.22,-.18000001,.41
37,appeal_to,Behaviors,.46016484,.25274724,.13653846,.55834383,.4511494,-.051779907,1.95,1.79,.050000001
38,appease,Behaviors,.20289855,-.072282605,-.02826087,.22208282,.0028735562,-.18446599,.61000001,.23,-.36000001
39,applaud,Behaviors,.65528846,.40485436,.61826921,.81430364,.62643677,.74110037,2.97,2.4000001,2.5
869,applicant,Identities,.31151685,-.23888889,.071703292,.35006276,-.24425288,-.087378614,1.12,-.63,-.059999999
40,appoint,Behaviors,.37063107,.52766991,.17135923,.49560854,.60344827,.032362487,1.7,2.3199999,.31
41,appreciate,Behaviors,.7630102,.43010205,.073195875,.91718948,.68965513,-.11974107,3.3800001,2.6199999,-.16
1746,appreciative,Modifiers,.78567708,.41432291,.056770831,.87452948,.62931037,-.042071171,3.21,2.4100001,.079999998
42,apprehend,Behaviors,.22555555,.52416664,.51111108,.10915937,.48275861,.46925569,.16,1.9,1.66
1747,apprehensive,Modifiers,-.3512755,-.3362245,-.19158164,-.29485568,-.19540231,-.27184463,-1.45,-.46000001,-.63
870,apprentice,Identities,.43406862,-.11593137,.11568628,.43538269,-.14655173,-.058252402,1.46,-.28999999,.029999999
43,approach,Behaviors,.27622548,.24975491,.15465686,.44792974,.35057473,.12621363,1.51,1.4400001,.60000002
44,approve_of,Behaviors,.60907406,.38833332,.05962963,.60100377,.49137929,-.14563105,2.1199999,1.9299999,-.23999999
871,architect,Identities,.49460784,.39852941,.049999997,.45043916,.42528737,-.15857603,1.52,1.7,-.28
45,argue_with,Behaviors,-.32869318,.14829545,.54403406,-.32496861,.27586204,.65048546,-1.5700001,1.1799999,2.22
46,arm,Behaviors,-.087087914,.3934066,.26483518,-.094102852,.545977,.34304208,-.64999998,2.1199999,1.27
872,army_chaplain,Identities,.53005618,.28848314,-.076404497,.61104143,.39367816,.0064725196,2.1600001,1.59,.23
873,army_general,Identities,.3507143,.75476193,.60666668,.52321202,.89655167,.68284792,1.8099999,3.3399999,2.3199999
47,arouse,Behaviors,.44374999,.49759614,.29182693,.55081558,.50862068,.19741103,1.92,1.99,.81999999
1748,aroused,Modifiers,.50664896,.36888298,.40824467,.61104143,.41379309,.27184466,2.1600001,1.66,1.05
48,arrest,Behaviors,.10219298,.625,.55394739,.051442932,.61494249,.55339807,-.07,2.3599999,1.92
1749,arrogant,Modifiers,-.62916666,-.0029411768,.39632353,-.52823085,-.17816094,.51132685,-2.3800001,-.40000001,1.79
874,arsonist,Identities,-.8181985,.17481618,.31305146,-.76160598,.38218388,.15533982,-3.3099999,1.55,.69
875,artist,Identities,.57177418,.24538043,.099202126,.50564617,.20114942,-.17475726,1.74,.92000002,-.33000001
1750,artistical,Modifiers,.59304124,.26804122,.15468749,.67126727,.33908045,-.30097085,2.4000001,1.4,-.72000003
1751,ashamed,Modifiers,-.4724299,-.49182242,-.44556075,-.52321196,-.18103449,-.6278317,-2.3599999,-.41,-1.73
49,ask,Behaviors,.38932037,.098058254,.12281553,.53826851,.30172414,-.051779907,1.87,1.27,.050000001
50,ask_about,Behaviors,.36127451,.057352941,.099019609,.47553325,.1867816,-.048543662,1.62,.87,.059999999
51,ask_about_something,Behaviors,.38995099,.1637255,.19534314,.48306149,.31034482,.042071223,1.65,1.3,.34
52,ask_someone_out,Behaviors,.54649997,.35174999,.25749999,.6587202,.45689651,.074433684,2.3499999,1.8099999,.44
876,ass,Identities,-.30695876,-.039432991,.25234374,-.3023839,.020114932,.3786408,-1.48,.28999999,1.38
53,assail,Behaviors,-.63448274,.32068965,.5229885,-.29234627,.17816091,.38187703,-1.4400001,.83999997,1.39
877,assailant,Identities,-.76418269,.53173077,.48028845,-.50564611,.33620688,.18446603,-2.29,1.39,.77999997
878,assassin,Identities,-.6299479,.55156249,.057812497,-.58845663,.71551722,-.31715205,-2.6199999,2.71,-.76999998
54,assassinate,Behaviors,-.83428574,.47380951,.43071428,-.76913416,.64080459,.22330099,-3.3399999,2.45,.89999998
55,assault,Behaviors,-.8532967,.3771978,.70796704,-.79924715,.35344827,.68284792,-3.46,1.45,2.3199999
879,assembly_line_worker,Identities,.30312499,-.20697115,.35408655,.26223338,-.35632184,.17799355,.76999998,-1.02,.75999999
1752,assertive,Modifiers,.41188118,.54430693,.49232674,.39774153,.61494249,.54045308,1.3099999,2.3599999,1.88
56,assess,Behaviors,.18294393,.28177571,-.0614486,.16687579,.2327586,-.26213589,.38999999,1.03,-.60000002
57,assist,Behaviors,.74299067,.46238318,.27500001,.85194474,.61494249,.077669926,3.1199999,2.3599999,.44999999
880,assistant,Identities,.46657893,-.060263157,.24657895,.44792974,-.09195403,-.051779907,1.51,-.1,.050000001
58,associate_with,Behaviors,.3262136,.16626213,.14563107,.51568383,.31321836,.10355989,1.78,1.3099999,.52999997
59,assure,Behaviors,.56374997,.41225001,.12525,.73651195,.55747128,-.18770224,2.6600001,2.1600001,-.37
60,astonish,Behaviors,.44342104,.45552632,.42578948,.48557088,.57183909,.42071199,1.66,2.21,1.51
1753,astonished,Modifiers,.28806818,.1622159,.26619318,.28230867,.12643678,.24271846,.85000002,.66000003,.95999998
61,astound,Behaviors,.44514564,.52864075,.37184465,.48808029,.52586204,.38834953,1.67,2.05,1.41
881,astrologer,Identities,.22222222,.079670332,-.1228022,.30740276,.057471253,-.27184463,.94999999,.41999999,-.63
882,astronaut,Identities,.62301981,.45123762,.38217822,.65370136,.5488506,.17799355,2.3299999,2.1300001,.75999999
1754,at_ease,Modifiers,.73750001,.30026597,-.36569148,.7816813,.50862068,-.74757278,2.8399999,1.99,-2.0999999
883,atheist,Identities,.064814813,-.025740741,.033333331,.021330012,-.14655173,-.055016156,-.19,-.28999999,.039999999
884,athlete,Identities,.48197114,.57166666,.73190475,.52321202,.65517241,.72491914,1.8099999,2.5,2.45
62,attack,Behaviors,-.76634616,.41658655,.70937502,-.70890832,.34770113,.69255662,-3.0999999,1.4299999,2.3499999
63,attend_to,Behaviors,.58106059,.31237373,.1829208,.69887078,.4511494,.016181253,2.51,1.79,.25999999
1755,attentive,Modifiers,.72877359,.42428571,.00047169894,.77164364,.5229885,-.30744335,2.8,2.04,-.74000001
885,attorney,Identities,.12806122,.52806121,.40306121,.37264743,.64367819,.42071199,1.21,2.46,1.51
886,attorney_general,Identities,.29342106,.64429826,.30767542,.30489337,.66666663,.16828482,.94,2.54,.73000002
64,attract,Behaviors,.57257283,.47936893,.19927184,.69134253,.69252878,.13592236,2.48,2.6300001,.63
1756,attractive,Modifiers,.5698598,.50841123,.11074767,.66122961,.58620685,.15533982,2.3599999,2.26,.69
887,auctioneer,Identities,.259,.352,.74800003,.25972399,.27873564,.91262138,.75999999,1.1900001,3.03
1757,audacious,Modifiers,.05923913,.33940217,.48043478,.18946049,.29310343,.49838191,.47999999,1.24,1.75
888,auditor,Identities,-.046014491,.40090579,.026268115,-.013801736,.37931031,-.26537216,-.33000001,1.54,-.61000001
889,auditor_general,Identities,.1375,.41529411,.069705881,.10414055,.38218388,-.035598677,.14,1.55,.1
890,aunt,Identities,.46681035,.15193966,.056896552,.55834383,.11494252,.15857607,1.95,.62,.69999999
891,author,Identities,.46117023,.33670214,-.1087766,.43287331,.47701147,-.43365693,1.45,1.88,-1.13
1758,authoritarian,Modifiers,-.20198864,.53494316,.44034091,-.043914653,.51724136,.33333337,-.44999999,2.02,1.24
892,authority,Identities,.13985148,.625,.27351484,.24466752,.795977,.20711978,.69999999,2.99,.85000002
65,authorize,Behaviors,.36799064,.51471961,.091355138,.33751571,.5431034,.058252446,1.0700001,2.1099999,.38999999
893,autistic_person,Identities,.17204301,-.25729167,.020526316,.29485571,-.31034485,-.14886728,.89999998,-.86000001,-.25
894,auto_mechanic,Identities,.39939612,.26499999,.37041062,.35759097,.10344826,.11003239,1.15,.57999998,.55000001
895,automobile_assembler,Identities,.39166665,.17550506,.4611111,.36762863,.094827577,.27508092,1.1900001,.55000001,1.0599999
1759,autonomous,Modifiers,.47474226,.38170102,.084278345,.29987454,.39367816,-.012944957,.92000002,1.59,.17
66,avenge,Behaviors,-.0046568625,.43033981,.39587379,.011292369,.45977011,.25242722,-.23,1.8200001,.99000001
1760,average,Modifiers,.065686278,-.11544117,-.08602941,-.084065221,-.40804601,-.31715205,-.61000001,-1.2,-.76999998
67,avoid,Behaviors,-.18651685,-.14550562,-.25308987,-.28481802,-.15229885,-.26860839,-1.41,-.31,-.62
68,awaken,Behaviors,.0026960778,.15661764,.25123763,-.096612275,.31034482,.33009711,-.66000003,1.3,1.23
69,awe,Behaviors,.49854368,.45097086,.24708737,.5809285,.45977011,-.0064724665,2.04,1.8200001,.19
1761,awe_struck,Modifiers,.38722223,.031666666,-.082500003,.42032623,.18965515,.0032362717,1.4,.88,.22
1762,awkward,Modifiers,-.35906592,-.46923077,-.21813187,-.089084037,-.33045977,-.39805821,-.63,-.93000001,-1.02
70,babble_to,Behaviors,-.27708334,-.14479166,.51354164,-.1543287,-.25287357,.54045308,-.88999999,-.66000003,1.88
71,baby,Behaviors,.25857842,-.42475489,.15183823,-.23212042,-.19540231,-.36569577,-1.2,-.46000001,-.92000002
896,baby_sitter,Identities,.48018867,.21320754,.20448112,.60100377,.3275862,.048543721,2.1199999,1.36,.36000001
897,bachelor,Identities,.18962766,.19202128,.31263158,.22710164,.14080459,.36245957,.63,.70999998,1.33
72,back,Behaviors,.60569304,.50346535,.21163367,.58845669,.50287354,.17152107,2.0699999,1.97,.74000001
73,backstab,Behaviors,-.82377452,-.059068628,.17941177,-.77666241,.1637931,.074433684,-3.3699999,.79000002,.44
898,backstabber,Identities,-.84338236,-.089215681,.15441176,-.83939767,.094827577,-.090614863,-3.6199999,.55000001,-.07
1763,bad,Modifiers,-.85866338,.048267324,.27425742,-.69385189,.13793102,.26860842,-3.04,.69999999,1.04
1764,bad_tempered,Modifiers,-.65937501,-.15600961,.39831731,-.62860721,-.19827586,.57928807,-2.78,-.47,2
74,badger,Behaviors,-.54639173,-.014175258,.49407217,-.41279796,-.097701155,.55339807,-1.92,-.12,1.92
899,bailiff,Identities,.31710526,.39394736,-.015526316,.24968635,.38505745,-.035598677,.72000003,1.5599999,.1
900,bailsman,Identities,.10640243,.29668674,.20451806,.21455459,.38793105,.11003239,.57999998,1.5700001,.55000001
75,bait,Behaviors,-.51249999,.054749999,.083250001,-.39523208,.17528734,-.17152101,-1.85,.82999998,-.31999999
901,baker,Identities,.51309526,.145,.32119048,.5633626,.13793102,-.048543662,1.97,.69999999,.059999999
76,ban,Behaviors,-.23653845,.546875,.2639423,-.32998744,.53735626,.22006474,-1.59,2.0899999,.88999999
902,bandit,Identities,-.67210525,.28210527,.35184211,-.44542027,.13218389,.31715214,-2.05,.68000001,1.1900001
77,banish,Behaviors,-.48891509,.56910378,.36816037,-.48306146,.47988504,.25889969,-2.2,1.89,1.01
903,bank_manager,Identities,.12597087,.37621358,.056127451,.34755334,.45689651,.019417506,1.11,1.8099999,.27000001
904,bank_teller,Identities,.32928571,.062380955,.073571429,.3877039,.1005747,-.23624592,1.27,.56999999,-.51999998
905,banker,Identities,.072193876,.36989796,.12066326,.30991217,.29885057,-.23624592,.95999998,1.26,-.51999998
78,bankrupt,Behaviors,-.75225002,.26800001,.18589109,-.75407773,.24137929,-.022653695,-3.28,1.0599999,.14
79,banter_with,Behaviors,.22994505,.073626377,.38131869,.22459224,.13793102,.51456308,.62,.69999999,1.8
906,baptist,Identities,.1056701,.042783506,.11134021,.24466752,.12643678,.21359226,.69999999,.66000003,.87
80,baptize,Behaviors,.28676471,.2365196,-.0019607849,.50062734,.49712643,.01294501,1.72,1.95,.25
