conceptID,term,Type,MTurk_E,MTurk_P,MTurk_A,US_E,US_P,US_A
802,Air_Force_enlistee,Identities,1.6557692,.85673076,1.5201923,2.0599999,1.5599999,.86000001
803,Air_Force_officer,Identities,1.921,2.151,1.7919999,2.0699999,2.4200001,1.6
804,Air_Force_reservist,Identities,1.754023,1.337931,1.0197674,1.9299999,1.61,.68000001
805,American,Identities,1.3317307,1.1673077,1.4990385,1.41,1.8099999,1.77
806,Arab,Identities,.56078428,.11782178,.14509803,.31,.44999999,.16
807,Army_enlistee,Identities,1.3267326,.21386139,1.6584158,2.3900001,1.64,1.3
808,Army_officer,Identities,1.6505376,2.195699,1.8849462,1.28,2.3599999,1.64
809,Army_reservist,Identities,2.0619047,1.3485714,1.2771429,1.74,1.1799999,.62
810,Asian,Identities,1.1707547,.26981133,.094339624,1.41,.38999999,-.34
811,Asian_American,Identities,1.1980197,.33899999,.183,1.15,.80000001,-.059999999
812,Asian_man,Identities,1.0344445,.28,.14111111,.81999999,.2,-.34999999
813,Asian_woman,Identities,1.1647059,-.28333333,-.050000004,1.25,.31999999,-.27000001
814,Australian,Identities,1.02233,.32815534,.50582522,1.03,.31999999,.62
815,Austrian,Identities,.83960396,.32600001,.24599999,.56999999,.28,.31
816,Black,Identities,.56,.13936171,.67340428,.86000001,.69999999,.98000002
817,Buddhist,Identities,1.4026786,.21785715,-1.75625,1.45,.61000001,-1.88
818,CEO,Identities,.78653848,3.0057693,2.0480769,.70999998,3.22,1.48
819,Catholic,Identities,.59417474,.40194175,.052884612,.55000001,.49000001,-.20999999
820,Chinese,Identities,.94040406,.27399999,.55050504,1.17,.41,.13
821,Christian,Identities,1.1681416,.44336283,.25044248,1.5,1.4400001,.64999998
822,Christian_missionary,Identities,1.5241758,1.1131868,.66923076,1.72,1.67,.43000001
823,German,Identities,.53076923,.40549451,.39782608,.57999998,.68000001,.62
824,God,Identities,1.8211539,2.2679613,-.66057694,3.1900001,3.45,-.46000001
825,Hindu,Identities,1.1490384,.21346153,-.74807692,.75999999,.14,-.66000003
826,Hispanic_American,Identities,.63434345,-.15555555,.72323233,1.15,-.02,.31
827,Hispanic_man,Identities,.9130435,.054347832,.875,.56999999,-.07,.56999999
828,Hispanic_woman,Identities,.83125001,.25416666,.98124999,1.11,.050000001,.92000002
829,Jew,Identities,1.3237624,.49702969,.18712871,1.21,.52999997,.14
830,Marine_Corps_enlistee,Identities,1.8430657,.90218979,1.8051095,1.77,1.42,1.17
831,Marine_Corps_officer,Identities,1.7397959,2.2959185,1.9683673,1.99,2.5799999,1.8200001
832,Marine_Corps_reservist,Identities,2.0786517,1.9299999,1.7711111,1.5599999,1.67,.68000001
833,Methodist,Identities,.64210528,.23157895,-.12421053,1.17,.43000001,-.1
834,Mormon,Identities,.49252334,.1859813,-.062616825,.15000001,-.28,-.58999997
835,Muslim,Identities,.0055555538,-.053333335,.16888888,.67000002,.23999999,-.11
836,Navy_enlistee,Identities,1.8074074,.59555554,1.4355556,1.66,1.03,1.0599999
837,Navy_officer,Identities,2.0248175,2.0635037,1.7671533,1.84,2.4400001,1.1
838,Navy_reservist,Identities,1.8,1.3011111,.98333335,1.86,1.5,.43000001
839,Protestant,Identities,.8063063,.20181818,.13818182,1.01,.61000001,.43000001
840,Turk,Identities,1.1028571,.26826924,.25769231,.43000001,.28,.23999999
841,abortionist,Identities,-.46373627,1.0510869,.44835165,-.69,1,-.20999999
842,academic,Identities,2.0704081,1.1397959,-.31122449,2.3399999,2.26,-.12
843,accomplice,Identities,-.39791667,.14687499,.63749999,-.14,.22,.23
844,accountant,Identities,1.3081481,.76740742,-.15851852,1.03,1.16,-.47999999
845,accounting_clerk,Identities,1.1646465,.098989896,-.48181817,1.0599999,.46000001,-.87
846,accused,Identities,-1.345,-1.477,.127,-1.46,-1.38,-.090000004
847,acquaintance,Identities,1.2591305,.01826087,-.070175439,1.11,.02,-.16
848,actor,Identities,1.0644231,1.2932693,1.7355769,.81999999,1.36,1.6799999
849,addict,Identities,-2.2085714,-2.3533332,.14095238,-2.23,-2.3599999,.19
850,adolescent,Identities,.93990147,-1.0083743,1.9512315,.66000003,-.81,2.1700001
851,adopted_child,Identities,1.4959596,-.5181818,.29696968,1.97,-.1,.18000001
852,adopted_daughter,Identities,2.1038461,.2048077,.48365384,2.01,.36000001,.15000001
853,adopted_son,Identities,2.0052631,.32736841,.93578947,1.65,.41,.28
854,adult,Identities,.82200003,1.0779999,.43099999,1.0599999,1.8099999,.28999999
855,adulterer,Identities,-2.9079208,-.51386136,.73465347,-2.98,-.15000001,.20999999
856,adulteress,Identities,-2.28,.45333335,.95111114,-2.4300001,.44999999,.95999998
857,advertising_copy_writer,Identities,.91000003,.68333334,.63555557,.64999998,.55000001,.66000003
858,advertising_executive,Identities,.37812501,2.0083334,1.9677083,.13,2.1300001,1.51
859,agnostic,Identities,.48091602,-.10229007,-.170229,.22,-.079999998,-.28
860,aide,Identities,2.1722772,.76534653,.79603958,2,1.41,.20999999
861,airline_pilot,Identities,1.9601941,2.037864,.94320387,1.66,2.4100001,.33000001
862,alcoholic,Identities,-2.4947369,-2.2236843,.35964912,-2.29,-1.83,1.13
863,ally,Identities,2.6608248,1.7247423,.68865979,2.3399999,2.1500001,-.16
864,alumnus,Identities,1.5030303,.97171718,.40505052,1.53,1.39,.31999999
865,ambassador,Identities,1.7411215,2.1738317,1.0009346,1.46,2.28,.31
866,anesthetist,Identities,1.5317647,1.3114942,-.39294118,1.52,1.85,-.88999999
867,angel,Identities,3.1186275,2.4058824,-.78155339,3.28,2.77,-.86000001
868,anti_Semite,Identities,-3.0084906,-.80283016,1.0102804,-2.8099999,-.36000001,1.35
869,applicant,Identities,1.2460674,-.95555556,.28681317,1.12,-.63,-.059999999
870,apprentice,Identities,1.7362745,-.46372548,.4627451,1.46,-.28999999,.029999999
871,architect,Identities,1.9784313,1.5941176,.19999999,1.52,1.7,-.28
872,army_chaplain,Identities,2.1202247,1.1539326,-.30561799,2.1600001,1.59,.23
873,army_general,Identities,1.4028572,3.0190477,2.4266667,1.8099999,3.3399999,2.3199999
874,arsonist,Identities,-3.272794,.69926471,1.2522058,-3.3099999,1.55,.69
875,artist,Identities,2.2870967,.98152173,.39680851,1.74,.92000002,-.33000001
876,ass,Identities,-1.2278351,-.15773197,1.009375,-1.48,.28999999,1.38
877,assailant,Identities,-3.0567307,2.1269231,1.9211538,-2.29,1.39,.77999997
878,assassin,Identities,-2.5197916,2.20625,.23124999,-2.6199999,2.71,-.76999998
879,assembly_line_worker,Identities,1.2125,-.82788461,1.4163462,.76999998,-1.02,.75999999
880,assistant,Identities,1.8663157,-.24105263,.98631579,1.51,-.1,.050000001
881,astrologer,Identities,.8888889,.31868133,-.49120879,.94999999,.41999999,-.63
882,astronaut,Identities,2.4920793,1.8049505,1.5287129,2.3299999,2.1300001,.75999999
883,atheist,Identities,.25925925,-.10296296,.13333333,-.19,-.28999999,.039999999
884,athlete,Identities,1.9278846,2.2866666,2.927619,1.8099999,2.5,2.45
885,attorney,Identities,.51224488,2.1122448,1.6122448,1.21,2.46,1.51
886,attorney_general,Identities,1.1736842,2.577193,1.2307017,.94,2.54,.73000002
887,auctioneer,Identities,1.036,1.408,2.9920001,.75999999,1.1900001,3.03
888,auditor,Identities,-.18405797,1.6036232,.10507246,-.33000001,1.54,-.61000001
889,auditor_general,Identities,.55000001,1.6611764,.27882352,.14,1.55,.1
890,aunt,Identities,1.8672414,.60775864,.22758621,1.95,.62,.69999999
891,author,Identities,1.8446809,1.3468086,-.4351064,1.45,1.88,-1.13
892,authority,Identities,.55940592,2.5,1.0940593,.69999999,2.99,.85000002
893,autistic_person,Identities,.68817204,-1.0291667,.082105264,.89999998,-.86000001,-.25
894,auto_mechanic,Identities,1.5975845,1.0599999,1.4816425,1.15,.57999998,.55000001
895,automobile_assembler,Identities,1.5666666,.70202023,1.8444444,1.1900001,.55000001,1.0599999
896,baby_sitter,Identities,1.9207547,.85283017,.8179245,2.1199999,1.36,.36000001
897,bachelor,Identities,.75851065,.76808512,1.2505263,.63,.70999998,1.33
898,backstabber,Identities,-3.3735294,-.35686272,.61764705,-3.6199999,.55000001,-.07
899,bailiff,Identities,1.2684211,1.5757895,-.062105265,.72000003,1.5599999,.1
900,bailsman,Identities,.42560974,1.186747,.81807226,.57999998,1.5700001,.55000001
901,baker,Identities,2.052381,.57999998,1.2847619,1.97,.69999999,.059999999
902,bandit,Identities,-2.688421,1.1284211,1.4073684,-2.05,.68000001,1.1900001
903,bank_manager,Identities,.50388348,1.5048543,.22450981,1.11,1.8099999,.27000001
904,bank_teller,Identities,1.3171428,.24952382,.29428571,1.27,.56999999,-.51999998
905,banker,Identities,.2887755,1.4795918,.48265305,.95999998,1.26,-.51999998
906,baptist,Identities,.42268041,.17113402,.44536084,.69999999,.66000003,.87
907,barber,Identities,1.6629629,.26222223,.89925927,1.35,.25999999,.41
908,bartender,Identities,.96704543,.67386365,1.9045454,1.33,1.1799999,2.1600001
909,bastard,Identities,-1.5288659,-.86082476,.36288661,-1.48,-.79000002,.38
910,battered_woman,Identities,-2.0978494,-2.6709678,-1.6258065,-2.21,-2.0899999,-1.49
911,beautician,Identities,1.5098039,.34019607,1.2568628,1.3200001,.050000001,1.11
912,beauty,Identities,2.2679999,1.495,.17200001,2.3099999,2.0699999,.23
913,beggar,Identities,-1.2761905,-2.6361904,-.39809525,-1.3,-2.71,-.69
914,beginner,Identities,.63391304,-1.5263158,-.70173913,.41999999,-1.39,-.94999999
915,bellhop,Identities,1.6064516,-.85268819,1.1247312,1.2,-.81999999,.94999999
916,benefactor,Identities,2.0888889,1.629293,-.033333335,1.97,1.98,.1
917,best_friend,Identities,3.1110294,1.8220588,1.0205883,3.6199999,3.0999999,1.25
918,best_man,Identities,2.4134831,1.3157303,.92359549,2.5899999,1.48,.81
919,big_shot,Identities,-.26666665,2.2272727,2.1379311,-.58999997,1.38,1.95
920,bigamist,Identities,-2.3177083,.24895833,.97473681,-2.02,-.30000001,.89999998
921,bigot,Identities,-3.1909091,-.94545454,1.4693182,-2.8,-.56999999,1.5
922,bill_collector,Identities,-1.1990476,1.3761904,1.8971153,-1.0700001,1.63,1.02
923,biologist,Identities,2.2656863,1.2431372,.0009803914,1.83,1.45,-.11
924,bisexual,Identities,.32962963,-.15000001,.32647058,.18000001,-.050000001,.38
925,bitch,Identities,-2.3049505,.30000001,2.0049505,-2.48,.059999999,2.2
926,blabbermouth,Identities,-2.1076922,-.75961536,2.5307691,-2.05,-.12,2.9000001
927,black_man,Identities,.71734697,.49387756,.463,1.6,1.17,.94999999
928,black_professional,Identities,1.9170213,1.4462366,.93695652,1.5599999,1.48,.70999998
929,black_woman,Identities,1.4445544,.690099,1.0544554,1.45,1.34,1.7
930,blacksmith,Identities,1.8212122,1.6080809,1.6959596,1.22,1.26,.94999999
931,blind_date,Identities,.55714285,-.33857143,.22857143,.28999999,-.33000001,.13
932,blind_person,Identities,.60192311,-.87211537,-.99711537,.64999998,-1.2,-1.52
933,blockhead,Identities,-1.9530612,-1.705102,-.9265306,-1.51,-1.29,-.77999997
934,blogger,Identities,1.0528846,.74519229,.91428572,.5,.44999999,.94
935,blonde,Identities,.55631065,.20194174,.5971154,.55000001,.31,.86000001
936,blood_donor,Identities,2.9372549,1.6509804,-.065346539,2.98,2.3,-.37
937,blue_collar_worker,Identities,1.493,-.46237624,1.1653465,1.52,.050000001,.43000001
938,board_director,Identities,.83749998,2.4625001,.921875,1.04,2.5899999,1.09
939,boarder,Identities,.64556962,-.12405063,-.21124999,.34,-.079999998,-.17
940,bodyguard,Identities,2.059804,2.5441177,.74411762,1.86,2.6500001,.38999999
941,bohemian,Identities,.40493828,-.33580247,-.20121951,.70999998,.079999998,.07
942,bonehead,Identities,-2.1819999,-1.6484848,-.12551022,-1.6799999,-1.75,-.79000002
943,bookie,Identities,-1.171134,1.1010309,1.3030928,-.62,.85000002,.079999998
944,bookkeeper,Identities,1.4571428,.36923078,-.99340659,1.35,.039999999,-1.4400001
945,bookworm,Identities,2.0834951,-.038834952,-2.1252427,1.5700001,.31999999,-2.29
946,boor,Identities,-1.4442858,-.61000001,.33043477,-.64999998,-.49000001,-.88
947,bore,Identities,-1.4039603,-1.409901,-1.9405941,-1.6,-1.09,-2
948,born_again_Christian,Identities,.53111112,.23033708,.79000002,1.52,.99000001,.55000001
949,boss,Identities,.071568623,2.0867648,1.6333333,.91000003,2.79,1.0700001
950,bouncer,Identities,1.0164949,2.3113401,1.4762887,.55000001,2.3,.63
951,boxer,Identities,.62613636,2.3806818,2.6920455,.66000003,2.46,2.4000001
952,boy,Identities,1.2623762,.1980198,1.9891089,.83999997,.87,1.59
953,boy_scout,Identities,1.9045454,.41363636,1.4704546,1.8099999,.5,.86000001
954,boyfriend,Identities,1.4356322,.81931818,.82068968,1.86,1.6799999,.88999999
955,braggart,Identities,-2.0474746,-.42727274,2.034694,-1.67,-.62,1.8099999
956,brain,Identities,2.8271844,2.7611651,2.1669903,3.3399999,3.7,2.27
957,brat,Identities,-2.7474227,-.65567011,2.4989691,-2.6600001,-.25999999,2.49
958,breadwinner,Identities,2.6178217,2.4029999,1.7819999,2.1800001,2.3800001,.69
959,bricklayer,Identities,1.3306818,.88977271,1.1704545,1.21,.69,.11
960,bride,Identities,1.9911765,.99705881,1.0568627,2.1600001,1.88,.97000003
961,bridegroom,Identities,1.6347826,.77717394,.61630434,1.66,1.41,.31999999
962,bridesmaid,Identities,1.7087591,.064963512,.89343065,1.9299999,.37,.93000001
963,broad,Identities,.084337354,-.049411763,.49390244,-.31,-.039999999,.91000003
964,broadcast_news_analyst,Identities,.78041238,1.4020618,1.4896908,.68000001,1.33,1.41
965,brother,Identities,1.6950495,.9920792,1.1623763,1.8,1.72,1.4299999
966,brother_in_law,Identities,1.283,.537,.41099998,1.05,.30000001,.41999999
967,brunette,Identities,.94059408,.34257424,.31089109,1.1799999,.67000002,.36000001
968,brute,Identities,-2.1229999,2.0969999,1.502,-1.97,1.74,1.4400001
969,buddy,Identities,2.8217821,1.4029703,.89900988,2.6600001,1.98,1.01
970,buffoon,Identities,-1.9859999,-1.5649999,.428,-1.61,-1.4,.91000003
971,building_contractor,Identities,1.4053097,1.4646018,1.6610619,1.05,1.39,1.04
972,bulldozer_operator,Identities,1.0868613,1.2846715,1.8014598,.44,1.17,1.38
973,bum,Identities,-1.3028572,-2.5209525,-1.7451923,-1.6900001,-2.49,-1.62
974,bureaucrat,Identities,-1.1163266,1.1479592,.096938767,-.58999997,1.22,.090000004
975,burglar,Identities,-3.2904761,.70190477,.62190479,-3.3699999,.60000002,-.38999999
976,bus_driver,Identities,1.3578432,.29803923,.77128714,1.3099999,.17,.050000001
977,busboy,Identities,1.122,-1.281,1.674,.85000002,-1.16,.33000001
978,businessman,Identities,.92631578,1.4831579,1.5052632,.63999999,1.8099999,1.3099999
979,businesswoman,Identities,1.9405661,1.9339622,1.7320755,1.8200001,2.3499999,1.6
980,busybody,Identities,-.79253733,.10696518,2.3985074,.15000001,.44,2.3699999
981,butcher,Identities,1.0333333,.90618557,1.3577319,.75,.76999998,.67000002
982,bystander,Identities,.43960395,-1.1,-1.4029703,-.13,-.49000001,-1.27
983,cabinet_maker,Identities,1.6333333,.56372547,1.1588235,1.1,.70999998,.28
984,cabinet_member,Identities,.71287131,2.2801981,.71881187,.58999997,1.84,.46000001
985,cad,Identities,-2.0096774,-.68524587,.86000001,-1.36,-.77999997,.72000003
986,call_girl,Identities,-1.2990099,-.76534653,1.6326733,-1.04,-.68000001,.92000002
987,capitalist,Identities,.45773196,1.5525774,1.627835,.54000002,1.64,1.37
988,captive,Identities,-1.4119999,-2.733,-1.5930001,-1.14,-2.71,-.75999999
989,carpenter,Identities,1.6855769,1.2596154,2.0326922,1.25,.64999998,.86000001
990,cashier,Identities,1.4462366,-.50215054,1.2827957,.64999998,-.73000002,.41999999
991,casual_laborer,Identities,1.0306931,-.6980198,.85445541,.76999998,-.41999999,-.050000001
992,celebrity,Identities,.40113637,1.8988637,1.9375,.25,2.25,2.1600001
993,cement_worker,Identities,1.2989583,.86666667,1.55625,.79000002,.27000001,.92000002
994,censor,Identities,-1.5445545,1.4207921,.25148514,-.97000003,1.73,-.20999999
995,chain_smoker,Identities,-2.4594059,-1.9069307,-.017821776,-2.29,-1.66,-.46000001
996,chairman,Identities,1.002,2.3540001,1.403,.63999999,2.4300001,.69999999
997,chairman_of_the_board,Identities,.69204545,2.9000001,1.5988636,1.05,3.04,.95999998
998,chairperson,Identities,.8458333,2.125,.73958331,1.13,2.3199999,.79000002
999,chairwoman,Identities,1.529703,2.3089108,1.2613862,1.4,2.3299999,.91000003
1000,chambermaid,Identities,.92727274,-.98163265,.530303,.5,-1.52,-.83999997
1001,champion,Identities,2.5417476,2.5349514,2.1106796,2.3599999,2.6900001,1.67
1002,chap,Identities,1.1204301,.27065217,.26521739,1.25,.18000001,.47999999
1003,chaperon,Identities,1.75,1.3099999,.24666667,1.02,1.39,-.07
1004,chaplain,Identities,1.594898,.91938776,-.34591836,2.1199999,1.58,-.51999998
1005,chatterbox,Identities,-.5158416,-.074257426,2.9495049,-.49000001,.14,2.9200001
1006,chauffeur,Identities,1.3732673,-.27524751,-.22673267,1.51,-.50999999,-.73000002
1007,cheerleader,Identities,1.227,.347,2.7920001,1.05,.23999999,2.9300001
1008,chef,Identities,1.9757282,1.4873786,2.2601941,1.6900001,1.35,1.6799999
1009,chemical_engineer,Identities,1.8864583,1.4895834,.11770833,1.5700001,1.73,-.41
1010,chemist,Identities,1.6387755,1.344898,.25714284,1.8200001,1.88,-.68000001
1011,chief_operations_officer,Identities,1.0679612,2.5514562,1.7747573,.82999998,2.45,1.15
1012,child,Identities,2.21,-1.675,2.391,1.89,-1.14,1.87
1013,child_molester,Identities,-3.8784091,-.10795454,.18977273,-4.1900001,-.050000001,-1.0700001
1014,chiropractor,Identities,1.6186274,1.084466,.41470587,1.77,1.38,-.36000001
1015,choreographer,Identities,1.5505376,1.3376344,2.3451612,1.27,1.21,1.97
1016,chum,Identities,1.7924731,.30752689,.26129031,-.67000002,-.97000003,-.94999999
1017,church_deacon,Identities,1.4321429,1.0371681,.05267857,1.41,1.4,-.17
1018,citizen,Identities,1.2826923,.074038461,.42403847,1.35,.93000001,.38999999
1019,city_councilor,Identities,.93541664,1.4375,.84270835,.66000003,1.8,.69999999
1020,civil_engineer,Identities,1.789899,1.2888889,.56326532,1.7,1.55,-.02
1021,civil_servant,Identities,1.273,.145,.219,1.1799999,-.17,-.54000002
1022,classmate,Identities,.89519233,.086538464,.19519231,.98000002,.15000001,.23999999
1023,cleaning_woman,Identities,1.6715686,-.49607843,1.3176471,1.8200001,.16,-.050000001
1024,clergy,Identities,1.1725664,1.2858407,.023008848,1.08,1.4400001,-.73000002
1025,clerical_worker,Identities,1.2271844,-.44951457,.24951456,1.11,-.090000004,-.47
1026,clerk,Identities,1.0394231,-.43557692,.56538463,.98000002,-.40000001,-.090000004
1027,client,Identities,1.6792452,.86355138,.47924528,1.36,1.12,.91000003
1028,clod,Identities,-1.1346154,-1.1727272,-.73766232,-1.12,-.50999999,-.41999999
1029,clown,Identities,.68199998,-.133,2.319,-.050000001,-.98000002,2.04
1030,co_worker,Identities,1.1392157,.12549019,.69803923,1.42,.28999999,.5
1031,coal_miner,Identities,1.3980769,.28173077,1.5895238,.83999997,.11,.54000002
1032,collaborator,Identities,1.3010204,1.1357143,.9979592,1.52,1.41,.69
1033,colleague,Identities,1.5058393,.41751826,.4649635,1.46,.93000001,.22
1034,college_student,Identities,1.2323232,-.2979798,1.5404041,1.8200001,.44,1.87
1035,comedian,Identities,2.0978022,1.1366667,2.5066667,1.9400001,1.1900001,2.8800001
1036,commentator,Identities,1.0842593,1.0601852,1.9962963,.88999999,.92000002,1.86
1037,commissioned_officer,Identities,1.66,2.128,1.291,1.25,1.97,.80000001
1038,commissioner,Identities,.85465115,1.9850575,.97093022,.99000001,1.88,.58999997
1039,communist,Identities,-1.447826,.22608696,.82065219,-1.23,.34,.36000001
1040,companion,Identities,2.6798077,1.1028847,.3125,3.0899999,1.97,.15000001
1041,competitor,Identities,.68207544,1.3028302,1.6877358,.51999998,1.59,1.4
1042,computer_programmer,Identities,1.7408602,1.2978494,.23548387,1.51,1.46,.0099999998
1043,computer_security_specialist,Identities,1.9,1.4135417,-.077083334,1.5700001,1.45,-.58999997
1044,computer_support_specialist,Identities,1.7836956,1.021978,.57032967,1.33,.81999999,-.02
1045,con_artist,Identities,-3.1054945,.87142855,.9956044,-2.6099999,1.3,.94999999
1046,confidant,Identities,2.392,1.423,-.67699999,2.4300001,2.3199999,-.63999999
1047,conformist,Identities,-1.0656565,-1.7111111,-1.3555555,-.99000001,-1.89,-.92000002
1048,connoisseur,Identities,1.6981819,1.0636364,.26454544,1.49,.92000002,-.0099999998
1049,conservative,Identities,.1030303,.43787879,-.045177665,.44,.51999998,-.23
1050,construction_contractor,Identities,1.0329546,1.5147728,1.6477273,1.37,1.38,1.35
1051,construction_foreman,Identities,1.5155339,2.0776699,2.2038834,1.13,1.47,1.42
1052,construction_laborer,Identities,1.682243,1.0962616,2.3700933,1.33,.68000001,1.59
1053,consultant,Identities,1.2469388,1.2387755,.86836731,1.53,1.61,.76999998
1054,consumer,Identities,1.37,.54299998,.833,1.22,1.23,.77999997
1055,cook,Identities,1.7267326,1.0217822,1.8158416,2.24,1.6900001,1.58
1056,cop,Identities,1.1108911,2.5326734,1.9534653,.99000001,2.71,1.05
1057,copycat,Identities,-1.7878788,-1.1161616,.49494949,-1.9299999,-1.28,.13
1058,coroner,Identities,1.3,.64300001,-.58499998,.63999999,.69,-.94999999
1059,cosmetologist,Identities,1.3875,.16617647,1.105147,1.3099999,.30000001,.60000002
1060,counselor,Identities,2.3626168,1.6906542,.042056084,2.54,1.66,-.77999997
1061,cousin,Identities,1.7418367,.28020832,.4255102,1.58,.38,.69999999
1062,coward,Identities,-2.3476191,-2.8247619,-1.66,-2.3900001,-2.95,-1.63
1063,craftsman,Identities,2.2989361,1.2223405,1.4989362,1.59,1.0700001,-.31
1064,crane_operator,Identities,1.5019047,1.4619048,1.4679245,.94,1.23,.28999999
1065,creditor,Identities,-.6524272,1.692233,.96310681,-.44999999,1.63,.63
1066,criminal,Identities,-3.0552084,.11145834,1.1822916,-2.55,-.20999999,.5
1067,critic,Identities,-.024271842,1.3844661,1.1,-.41999999,1.3,1.15
1068,crook,Identities,-3.1683168,-.0059405928,1.0217822,-2.8099999,-.33000001,.18000001
1069,crybaby,Identities,-2.1403847,-2.0509615,2.0221155,-2.3199999,-1.9299999,2
1070,culprit,Identities,-2.2362638,-.13444445,.87222224,-2.1300001,-.22,.61000001
1071,custodian,Identities,1.428125,-.66250002,.36979166,1.54,-.81999999,-.93000001
1072,customer,Identities,1.6990476,1.2190477,.89619046,1.1,1.27,.67000002
1073,customer_systems_analyst,Identities,1.0747368,.54468083,.14210527,.89999998,.33000001,-.60000002
1074,customs_officer,Identities,.82296294,1.3637037,.96222222,.44999999,1.37,.13
1075,cutthroat,Identities,-2.4649999,1.446,1.798,-1.9400001,1.33,.97000003
1076,cynic,Identities,-.77708334,-.53854167,.23578946,-1.4299999,-.47999999,.13
1077,dairy_farmer,Identities,1.9859259,.55925924,.82666665,1.62,.41999999,-.62
1078,daredevil,Identities,.17920792,1.6980199,2.7752476,.50999999,1.74,3.0799999
1079,daughter,Identities,2.328125,.29270834,.99062496,1.99,1.0700001,1.02
1080,daughter_in_law,Identities,1.4346534,.12376238,.38217822,1.25,.20999999,.13
1081,deadbeat,Identities,-2.7548077,-2.1500001,-2.2163463,-2.8,-2.5699999,-1.45
1082,deadbeat_dad,Identities,-3.1446602,-2.0446601,-1.792233,-3.3,-1.13,-.75999999
1083,decorator,Identities,1.6461538,.8644231,.9894231,1.7,.81,.83999997
1084,defendant,Identities,-.02,-.76494843,-.096907221,.14,-.31999999,-.15000001
1085,defense_attorney,Identities,1.2028302,1.985849,1.8575472,.86000001,2.05,1.4400001
1086,degenerate,Identities,-2.4858587,-1.4656565,-.10404041,-1.6,-1.5,-.47999999
1087,delinquent,Identities,-2.471591,-.62272727,1.2340909,-2.28,-1.3099999,1.2
1088,dental_assistant,Identities,1.945614,.32719299,.54649121,1.4,0,.050000001
1089,dental_hygienist,Identities,1.9503649,.69264704,.81970805,1.6799999,.86000001,.34
1090,dentist,Identities,1.9725275,1.6736264,1.0549451,1.62,1.51,.079999998
1091,deputy,Identities,1.9049505,1.8940594,1.2702971,1.08,2,.80000001
1092,detective,Identities,1.6653847,1.8490385,.33846155,1.65,1.9299999,-.80000001
1093,devil,Identities,-3.2720001,1.386,1.262,-3.46,1.62,1.05
1094,dietitian,Identities,1.9878788,.8828283,.39693877,1.5599999,.89999998,-.31999999
1095,dimwit,Identities,-1.9695652,-2.4489131,-1.3782609,-1.41,-1.98,-1.3
1096,diner,Identities,1.8715789,.31894737,1.7052631,1.37,-.33000001,1.6
1097,diplomat,Identities,1.646,2.2349999,.92323232,1.2,2.21,.80000001
1098,disabled_person,Identities,.34725276,-1.1155555,-1.112088,.31999999,-1.0700001,-1.25
1099,disciplinarian,Identities,.63043475,2.2462366,1.3053763,-.02,1.85,1.02
1100,dishwasher,Identities,1.9690721,.1226804,1.7804123,1.7,.11,1.23
1101,disregard,Identities,-1.3693877,.0081632724,-.58877552,-1.04,.47,-.13
1102,district_attorney,Identities,.91153842,2.4884615,1.7913462,.80000001,2.3800001,1.16
1103,divorce_lawyer,Identities,-.06703297,1.8098902,1.4670329,-.33000001,1.96,.81
1104,divorcee,Identities,-.9666667,.029213484,-.33793104,-.87,.050000001,.17
1105,do_nothing,Identities,-2.2521739,-2.5252173,-2.8373914,-2.01,-2.6199999,-2.23
1106,doctor,Identities,2.5896227,2.5632076,1.2943397,2.6900001,2.9400001,.37
1107,doll,Identities,1.2609524,-2.4238095,-2.6638095,1.37,-1.6,-2.03
1108,dolt,Identities,-1.7197368,-2.0473685,-1.0973685,-.97000003,-1.41,-1
1109,dope,Identities,-1.8891305,-2.0195651,-1.498913,-1.22,-1.5,-1.14
1110,drag_queen,Identities,.25346535,.52673268,1.7673267,.33000001,.57999998,2.01
1111,dropout,Identities,-2.0504951,-2.0504951,-1.3316832,-1.87,-2.3,-.70999998
1112,drug_addict,Identities,-2.5490196,-2.4215686,.10686275,-2.54,-2.3099999,.02
1113,drug_dealer,Identities,-2.8730769,1.2307693,1.2165048,-2.24,1.48,-.54000002
1114,drunk,Identities,-2.1817307,-1.8932692,.89326924,-1.67,-1.47,1.7
1115,drunkard,Identities,-2.3257425,-1.8821782,.83069307,-2.1700001,-1.78,.73000002
1116,dummy,Identities,-1.4471154,-2.2384615,-1.5163461,-1.27,-2.23,-1.52
1117,dunce,Identities,-1.8021739,-2.1641304,-1.4065217,-1.6799999,-2.1300001,-.98000002
1118,economist,Identities,1.0480769,.82403845,-.13557692,.87,.93000001,-.25999999
1119,editor,Identities,1.4852941,1.4784313,.89607841,1.08,1.7,.23
1120,education_administrator,Identities,1.8096154,1.5913461,1.0865384,1.4299999,2.0899999,.56
1121,educator,Identities,2.8039999,1.967,.98500001,2.4200001,2.52,.25999999
1122,electrical_engineer,Identities,2.2574468,1.6702127,.5755319,1.71,1.61,.28
1123,electrical_linesman,Identities,1.5252525,.74444443,.82626265,1.01,.63999999,.34
1124,electrician,Identities,1.5615385,.91442305,.98750001,1.26,.43000001,-.11
1125,elementary_school_student,Identities,1.6490196,-1.2421569,2.345098,1.4,-.85000002,2.0799999
1126,elementary_school_teacher,Identities,2.6077778,1.63,1.5933334,2.6600001,1.8099999,.70999998
1127,employee,Identities,1.6473684,-.37894738,1.2463158,1.04,-.37,.2
