conceptID,term,Type,MTurk_E,MTurk_P,MTurk_A,US_E,US_P,US_A
260,desert,Behaviors,-2.7666667,-.14375,-.16354167,-2.8599999,.47999999,-.07
261,desire,Behaviors,1.3920792,.59702969,-.14059405,1.2,.80000001,-.079999998
262,desire_sexually,Behaviors,1.4204301,.90537632,.93152171,1.58,1.51,1.28
263,despise,Behaviors,-2.1118813,-.28823531,-.066666663,-2.1099999,.28999999,.2
264,destroy,Behaviors,-3.2011364,1.9261364,2.1761363,-3.73,2.28,1.84
265,detain,Behaviors,-.926,1.892,1.02,-.91000003,1.8099999,.47
266,deter,Behaviors,-.31616163,1.1888889,.86464643,-1.09,1.05,.23999999
267,detest,Behaviors,-1.9177778,-.012222221,.07,-1.97,.25999999,.47999999
268,diagnose,Behaviors,1.7742574,1.9623762,.24455446,1.21,2.0699999,-.5
269,dickerwith,Behaviors,-.8142857,.31948051,1.3227273,-1.17,-.039999999,.91000003
270,diddle,Behaviors,-1.1774648,.07,.89714283,-.86000001,.46000001,1.0700001
271,dine_with,Behaviors,2.0653062,.47551021,.23092782,2.3800001,1.21,.07
272,direct,Behaviors,1.4685714,1.7858491,1.3886793,1.59,1.9400001,1.02
273,disable,Behaviors,-2.759804,1.0519608,1.3137255,-2.7,.75,.76999998
274,disagree_with,Behaviors,.029999997,1.1090909,.88989896,.11,1.26,1.09
275,disappoint,Behaviors,-2.4161904,-.30288461,-.33173078,-2.75,-.2,-1.01
276,disapprove_of,Behaviors,-1.0722222,.25444445,-.080219775,-.81,1.1,-.029999999
277,disbelieve,Behaviors,-.61578947,.21979167,-.29791668,-.72000003,.74000001,-.40000001
278,discharge,Behaviors,-.52038836,1.2757281,.46310678,-.46000001,1.54,.2
279,discipline,Behaviors,.68514854,1.6108911,1.3366337,.92000002,1.9,1.0700001
280,discomfort,Behaviors,-2.3778846,.05865385,.60384613,-2.29,.58999997,.51999998
281,disconcert,Behaviors,-1.6958333,.21145834,.34166667,-1.4,.44,.0099999998
282,discourage,Behaviors,-2.151,.31900001,.486,-2.55,.050000001,.22
283,discredit,Behaviors,-1.7427185,.34563106,.72233009,-1.79,1.24,.63999999
284,discriminate_against,Behaviors,-3.1534653,-.15247524,.99900001,-3.49,-.050000001,.28999999
285,discuss_something_with,Behaviors,2.1205883,1.1892157,.75196081,1.63,1.4,.23
286,disenchant,Behaviors,-1.4443299,-.020618552,.37395832,-1.34,.41999999,-.0099999998
287,disgrace,Behaviors,-2.6419356,.62795699,1.1505376,-2.5,.66000003,.44
288,disillusion,Behaviors,-1.9041237,.55257732,.20309278,-1.73,1.09,.37
289,dislike,Behaviors,-1.3934783,-.14565217,.18021978,-1.1900001,.47,-.17
290,dismay,Behaviors,-2.0877192,.41491228,.24736843,-1.88,.25999999,-.0099999998
291,dismiss,Behaviors,-1.606383,.77234042,.39148936,-1.6799999,1.1799999,.34999999
292,disobey,Behaviors,-1.2882353,.76960784,.83235294,-1.39,.88,.58999997
293,disparage,Behaviors,-2.5102272,-.030681815,.6965909,-2.27,.44,.31
294,displease,Behaviors,-1.9329671,-.40109891,.13,-1.8200001,.059999999,.22
295,dispute,Behaviors,-.054081634,.73333335,1.3602041,-.1,1.3200001,1.54
296,disqualify,Behaviors,-1.267647,1.3901961,.83039218,-1.13,1.5,.75999999
297,disrespect,Behaviors,-2.8134615,-.44326922,.80865383,-3.0999999,.25999999,.94999999
298,dissuade,Behaviors,.021739131,1.2434783,.5340659,.029999999,1.54,.40000001
299,distract,Behaviors,-1.240708,.63008851,1.3946903,-.94,1.05,1.27
300,distress,Behaviors,-2.6352382,.62857139,1.4980953,-2.1300001,.85000002,.93000001
301,distrust,Behaviors,-1.167033,-.23626374,-.69120878,-1.45,.80000001,-.60000002
302,disturb,Behaviors,-1.9510417,.57187498,1.671875,-2.1199999,.86000001,1.54
303,divorce,Behaviors,-1.2094527,.47363183,.83830845,-2.02,1.16,.22
304,dominate,Behaviors,-1.6706522,2.1860216,1.6913978,-1.39,2.3699999,1.78
305,dote_on,Behaviors,1.0070707,.46161616,.5212121,.63999999,.38999999,.1
306,double_cross,Behaviors,-2.9465346,.50495046,.8881188,-2.95,1.04,.67000002
307,doubt,Behaviors,-.66019416,-.14854369,-.54607844,-.95999998,.43000001,-.44999999
308,draw_near_to,Behaviors,1.5118812,.99405938,-.13465346,1.55,1.08,-.81999999
309,dress,Behaviors,1.0608248,1.0319588,.37216496,1.29,1.11,-.25
310,drink_to,Behaviors,1.8403846,1.0817307,1.1326923,1.1900001,1.05,1.52
311,drink_with,Behaviors,1.222549,.46568626,.85980392,.89999998,.69,1.02
312,drive_out,Behaviors,-1.3853933,1.4022472,2.0370786,-1.35,1.33,1.09
313,drone_on_at,Behaviors,-1.8163265,-.38979593,.70612246,-2.0599999,-.40000001,-.1
314,drug,Behaviors,-3.2048542,.91553396,-.084466018,-3.3599999,.99000001,-.46000001
315,dupe,Behaviors,-2.7931819,.53295457,.80568182,-2.4000001,.77999997,.38999999
316,eat_with,Behaviors,2.1465909,.68409091,.41136363,2.71,1.25,1
317,educate,Behaviors,3.3333333,2.7794118,1.0117646,3.3399999,3.25,.23
318,elbow,Behaviors,-1.9074469,.40638298,1.5542554,-1.66,.44,1.02
319,elect,Behaviors,1.3284091,1.5215909,.49545455,1.86,2.75,1.76
320,elude,Behaviors,-.13068181,.44886363,-.49318182,-.47999999,.30000001,-.63
321,embarrass,Behaviors,-2.6425743,-.11782178,1.3128712,-2.3599999,.94999999,1.45
322,embezzle_from,Behaviors,-3.4079208,.51980197,-.015841587,-3.1300001,.69,-.36000001
323,embrace,Behaviors,2.8397849,1.839785,-.33586955,3.1300001,2.49,-.81999999
324,employ,Behaviors,2.771579,2.5694737,.97578949,2.4300001,2.52,.20999999
325,emulate,Behaviors,.45199999,-.21600001,.472,.69999999,.56999999,.12
326,enchant,Behaviors,1.595,1.8,.62626261,1.5599999,2,-.02
327,encourage,Behaviors,3.0479167,2.2770834,1.3791666,3.4400001,2.9000001,1.23
328,endanger,Behaviors,-3.292381,.74857146,1.5342857,-3.21,1.13,1.22
329,endorse,Behaviors,1.9679999,1.865,1.024,1.8099999,1.72,1.02
330,endure,Behaviors,.71899998,.36767676,-.9131313,.38,.63999999,-1.0599999
331,engage,Behaviors,1.6884615,1.3221154,1.3211539,1.79,1.97,1.17
332,enjoy,Behaviors,2.8261683,1.5317757,.61495328,2.9400001,1.99,.54000002
333,enrage,Behaviors,-2.7017391,1.2434783,2.1678262,-2.3399999,1.63,1.95
334,enrapture,Behaviors,1.0689656,1.5689656,.76162791,.18000001,1.89,.55000001
335,enslave,Behaviors,-3.7617648,1.2627451,1.422549,-3.8699999,2.1800001,1.38
336,ensnare,Behaviors,-1.9413043,1.388172,.97391301,-1.66,1.17,.55000001
337,entertain,Behaviors,2.4108911,1.8277228,2.0039604,2.21,1.63,1.92
338,enthrall,Behaviors,1.5827957,1.5870968,1.0397849,1.6900001,2.05,1.35
339,entice,Behaviors,.32631579,1.0547369,.7736842,.16,1.64,.090000004
340,entrap,Behaviors,-2.7252526,1.1666666,.53131312,-2.0599999,1,.47
341,entreat,Behaviors,.50795454,-.028409092,.43863636,.88999999,.70999998,-.059999999
342,entrust,Behaviors,2.0336537,1.4528846,-.19708738,2.3399999,2.22,-.63
343,envy,Behaviors,-1.9980769,-1.3076923,-.80480766,-2.3699999,-.87,-.47
344,escape,Behaviors,2.09901,1.6633663,1.5386138,1.55,1.8,.41999999
345,escort,Behaviors,1.6425742,1.3227723,.48118812,1.47,1.13,.18000001
346,esteem,Behaviors,2.2021506,1.2827957,.41182795,2.3900001,1.97,.69
347,evade,Behaviors,-.71414143,-.16868687,-.080808088,-.86000001,-.25,-.31999999
348,evaluate,Behaviors,.85096151,1.5625,-.4201923,.52999997,1.47,-.38999999
349,evict,Behaviors,-1.4934579,2.1869159,1.7514019,-1.9,1.95,.93000001
350,exalt,Behaviors,1.2055556,1.16,.83888888,.72000003,1.08,1.08
351,examine,Behaviors,.76194966,1.0132076,-.16540881,.76999998,1.0700001,-1.11
352,excite,Behaviors,2.1237624,1.8782178,2.3316832,2.4000001,2.0999999,2.47
353,exclude,Behaviors,-2.1524754,.089108914,.011881186,-2.5599999,.44999999,-.28999999
354,excuse,Behaviors,1.810891,1.2029703,-.23168318,1.3200001,1.1,-.44
355,execute,Behaviors,-2.8277228,1.9544555,1.7504951,-2.5,2.5599999,1.22
356,exhaust,Behaviors,-1.245283,1.164151,1.7518867,-.75999999,.88999999,1.12
357,exhibit,Behaviors,-.17045455,.53678161,.53483146,-.73000002,.47,.49000001
358,exile,Behaviors,-1.8060606,1.5785714,.88484848,-1.99,2.0799999,.70999998
359,exonerate,Behaviors,1.9321839,2.4091954,.79080462,1.11,2.22,.63999999
360,exorcise,Behaviors,.47938144,1.7618557,2.0082474,-.63,1.4400001,1.74
361,expel,Behaviors,-1.5289719,2.0495327,1.4485981,-1.95,2.49,1.38
362,experience,Behaviors,1.7305263,1.1978947,.75578946,2.2,1.84,.029999999
363,explain_something_to,Behaviors,2.4385417,1.696875,.53854167,2.4100001,2,.0099999998
364,exploit,Behaviors,-3.2903225,.99673915,.61304349,-2.99,1.4,.87
365,expose,Behaviors,-.54087591,1.1620438,1.239416,-1.37,1.42,1.28
366,exterminate,Behaviors,-3.4141593,2.2265487,2.1428571,-3.0599999,2.6800001,1.8
367,extol,Behaviors,1.36875,.94126981,.78888887,.19,.88999999,.83999997
368,extort,Behaviors,-3.1500001,1.64,.88999999,-2.47,1.41,.54000002
369,eye,Behaviors,-.45876288,-.080412373,-.88947368,-.56999999,.23,-.70999998
370,fail,Behaviors,-2.2939394,-1.0040404,-.62727273,-2.51,.039999999,-.090000004
371,fall_in_love_with,Behaviors,2.7019417,1.7378641,.47087377,3.04,2.54,.52999997
372,favor,Behaviors,.86161613,.8828283,.49898991,.60000002,1.2,.27000001
373,fear,Behaviors,-2.1104167,-2.0278351,-.51145834,-2.5599999,-.95999998,-.70999998
374,feed,Behaviors,2.9549019,2.3029411,.4852941,2.95,2.25,.0099999998
375,fib_to,Behaviors,-2.1533334,-.22761905,.17428571,-1.98,.34999999,.039999999
376,fight,Behaviors,-2.0933332,.88777775,2.5955555,-2.0799999,.89999998,2.6199999
377,financially_back,Behaviors,1.7362638,2.3923078,.27142856,1.89,2.3399999,-.11
378,find,Behaviors,2.0804348,1.3384615,1.0043478,1.9,1.85,.74000001
379,fine,Behaviors,-.96868688,1.4767677,.58787876,-1.1,1.4299999,.50999999
380,fire_from_a_job,Behaviors,-1.4682692,2.3692307,1.6067307,-1.12,1.96,.63999999
381,fix,Behaviors,1.3069307,1.4158416,.60693067,1.37,2.1500001,-.090000004
382,flatter,Behaviors,1.639423,1.3125,.87403846,1.9,1.59,.87
383,flee,Behaviors,-.037864078,-.59902912,1.7572815,-.47999999,.12,1.04
384,flirt_with,Behaviors,1.421,1.097,.97499996,1.8099999,1.58,.60000002
385,flog,Behaviors,-2.6977527,1.3674157,2.1955554,-2.47,1.27,2.03
386,flunk,Behaviors,-1.3525773,1.6628866,.33814433,-1.59,1.8,-.31999999
387,fluster,Behaviors,-.94157302,.73483145,1.3224719,-.31999999,1.2,.81
388,foil,Behaviors,-.97961164,1.1669903,.86601943,-.67000002,1.15,.51999998
389,follow,Behaviors,-.60000002,-.54479164,-.57708335,-.44,-.02,-1.15
390,fondle,Behaviors,-1.2584158,.62079209,.30396041,-.07,.86000001,-.23999999
391,forbid,Behaviors,-1.1111112,1.6622223,.84888887,-1.05,1.6900001,.69999999
392,force,Behaviors,-2.7019608,1.4107844,2.0539215,-2.3800001,1.4400001,1.85
393,forget,Behaviors,-1.6161616,-.43333334,-1.469697,-1.63,.36000001,-1.01
394,forgive,Behaviors,3.0473685,2.6026316,-.75663716,2.96,2.79,-1.0599999
395,forsake,Behaviors,-2.3083334,.45925927,-.049074072,-2.1600001,.63,-.039999999
396,foster,Behaviors,2.4641221,1.8318182,.60076338,2.71,2.23,-.090000004
397,frame,Behaviors,-3.2125001,.93846154,.3548077,-3.4200001,1.15,-.28999999
398,freakout,Behaviors,-1.8425742,.59603959,2.0198019,-1.59,1,1.97
399,free,Behaviors,3.106796,2.6883495,1.4660194,2.8599999,2.53,.57999998
400,frightened,Behaviors,-2.0021186,1.011017,2.1194916,-1.29,.89999998,1.39
401,frisk,Behaviors,-1.0122641,2.0149534,1.6261683,-1.16,1.05,1.09
402,frown_at,Behaviors,-1.2990384,-.12692307,-1.0163461,-1.72,.44999999,-1.1
403,frustrate,Behaviors,-1.9349056,.68867922,1.0471698,-1.87,.89999998,1.33
404,gawk_at,Behaviors,-1.5202247,-.44269663,-.51910114,-1.37,-.28,-.029999999
405,gaze_at,Behaviors,.66285712,.07333333,-1.6150943,.95999998,.20999999,-1.62
406,get_even_with,Behaviors,-1.6204082,.23877551,1.1163266,-1.6900001,.27000001,.38
407,giggle_at,Behaviors,-.0043478287,.29340661,1.1813186,.11,.19,.83999997
408,giggle_with,Behaviors,2.4792593,1.0637037,1.9051852,3.03,1.66,1.77
409,give_a_raise_to,Behaviors,2.6060605,2.0848484,.56565654,2.8,2.3199999,.49000001
410,give_in_to,Behaviors,-.98245615,-1.7912281,-1.1982456,-.88999999,-1.45,-.75
411,give_medical_treatment_to,Behaviors,3.1465909,2.715909,1.4602273,3.0799999,2.8,1.5700001
412,glance_at,Behaviors,.62087911,.091304347,-.86630434,.64999998,.07,-.15000001
413,glare_at,Behaviors,-1.466,.30000001,-.815,-1.51,.61000001,-.85000002
414,glorify,Behaviors,.89711535,1.0307692,1.1615385,1,1.26,1.37
415,glower_at,Behaviors,-1.5341463,-.26296297,-.44444445,-1.61,-.25999999,-.86000001
416,goad,Behaviors,-1.8719101,-.016853936,1.4674157,-1.27,.28,1.3099999
417,gossip_with,Behaviors,-1.3083333,-.25312501,1.2697916,-1.47,.33000001,.95999998
418,grab,Behaviors,-1.3186275,1.1058823,2.0862744,-1.33,1.14,1.5599999
419,grade,Behaviors,.95591396,1.7376344,-.0021505395,-.0099999998,1.96,-.61000001
420,grapple_with,Behaviors,-.95151514,.94141412,2.1353536,-.82999998,.81,1.48
421,grasp,Behaviors,-.082075477,1.2924528,1.3047169,.28999999,1.38,.83999997
422,gratify,Behaviors,2.409091,1.8386364,.90795451,2.6500001,2.3699999,.88
423,greet,Behaviors,2.6398149,1.3527777,1.050926,2.4300001,1.64,1.13
424,grieve_for,Behaviors,.10190476,.20190476,-1.5358491,.40000001,.77999997,-1.75
425,grin_at,Behaviors,1.964,.86400002,-.248,2.3199999,1.6799999,-.11
426,groom,Behaviors,1.3871287,.79009902,.35643563,1.54,.92000002,-.28
427,grouse_at,Behaviors,-1.5516666,-.40333334,1.0616666,-.98000002,-.22,.43000001
428,guard,Behaviors,2.4029126,2.3796117,.96601939,2.45,2.5899999,-.02
429,guide,Behaviors,2.5799999,1.8474075,.87037039,2.5999999,2.4000001,-.41999999
430,haggle_with,Behaviors,.41729322,.96842104,1.9601504,-.25999999,.83999997,1.59
431,hail,Behaviors,1.0468085,.72903228,1.3333334,.23,.69999999,.91000003
432,halt,Behaviors,-.16160715,1.5151786,1.0223215,-.37,1.5,1.16
433,handcuff,Behaviors,-1.0475248,1.6742574,1.4811881,-1.11,2.01,1.79
434,harangue,Behaviors,-2.0291667,.63802814,1.9115942,-1.3099999,.31999999,1.25
435,harass,Behaviors,-3.0419354,.70215052,2.1423912,-2.8800001,.30000001,1.6
436,harm,Behaviors,-3.2564356,.35346535,1.6049505,-3.26,1.35,1.3
437,hassle,Behaviors,-2.5152173,.16153845,1.7304348,-2.3,.30000001,2.02
438,hate,Behaviors,-2.7339807,-.33106795,.80388349,-2.77,.80000001,.039999999
439,haunt,Behaviors,-2.1409092,1.2681818,.05681818,-2.5999999,1.87,-.88
440,have_a_heart_to_heart,Behaviors,2.7227724,2.003,-.1881188,2.8699999,2.73,-1.13
441,have_an_affair_with,Behaviors,-2.9626262,.12121212,1.0191919,-3.26,.61000001,.11
442,have_sex_with,Behaviors,2.2534654,1.4891089,2.1792078,2.0899999,2.45,1.74
443,haze,Behaviors,-3.0108912,.25940594,1.9019802,-2.8199999,1.15,1.52
444,heal,Behaviors,3.4921739,2.9547827,.37807018,3.3199999,3.22,-.62
445,heckle,Behaviors,-2.3435113,-.18549618,2.0770993,-1.99,.22,1.86
446,help,Behaviors,3.4276924,2.5623076,1.6215384,3.5699999,3.23,.17
447,hide,Behaviors,-.44,.84141415,-.60000002,-.20999999,.79000002,-1.16
448,hide_from,Behaviors,-.72747254,-1.4831461,-2.2670329,-.81999999,-.86000001,-1.37
449,hinder,Behaviors,-2.1960397,.65588236,.54455447,-2.01,.34999999,-.20999999
450,hire,Behaviors,2.3323529,2.2215686,1.1686275,2.23,2.3900001,.11
451,hit,Behaviors,-2.9117646,.48039216,2.5009804,-2.6600001,1.3,2.1199999
452,hold,Behaviors,2.4415841,1.810891,-1.2287129,2.8699999,2.27,-1.29
453,hold_up,Behaviors,-1.6731958,1.2755102,1.4397959,-1.29,1.16,.67000002
454,holler_at,Behaviors,-1.326,.83999997,2.5910001,-.60000002,.54000002,2.52
455,honor,Behaviors,2.9453704,2.1666667,.67037034,3.0799999,2.74,-.039999999
456,hoodwink,Behaviors,-2.5348315,.48426968,1.1101123,-1.79,.73000002,.33000001
457,hookup_with,Behaviors,.76176471,.69215685,1.7774509,.52999997,.44999999,1.89
458,horrify,Behaviors,-2.432653,1.0928571,1.8071429,-2.3,1.4400001,1.47
459,horse_around_with,Behaviors,1.0058824,.43431371,2.2176471,.68000001,.83999997,2.05
460,hound,Behaviors,-2.2568626,.3019608,2.0225489,-1.5700001,.079999998,1.48
461,hug,Behaviors,2.8631067,1.7223301,-.11747573,2.9100001,2.1600001,-.28
462,humble,Behaviors,1.6178744,1.0339806,-.51014495,1.8099999,1.89,-.51999998
463,humiliate,Behaviors,-3.0215909,.49545455,1.575,-3.24,.81999999,1.27
464,humor,Behaviors,1.4990385,.95384616,.93076921,2.1300001,1.65,1.08
465,hunt_for,Behaviors,-1.0619403,1.3776119,1.3348148,-1.4,1.0700001,.07
466,hurry,Behaviors,-.81684208,.57368422,2.1294737,-.46000001,.75,2.04
467,hurt,Behaviors,-2.8815384,-.29589742,.34278351,-3.1700001,1.0599999,.92000002
468,hush,Behaviors,-.56538463,.75096154,-.021153847,-.74000001,.72000003,.20999999
469,hustle,Behaviors,-2.5725491,.62156862,1.5911765,-2.4100001,.95999998,1.34
470,hypnotize,Behaviors,-.048863638,1.8204545,-.98750001,-.11,1.92,-.79000002
471,idealize,Behaviors,-.17578946,-.021052629,.11789473,.039999999,.76999998,-.039999999
472,identify,Behaviors,1.1382353,1.1215687,.16176471,1.27,1.1,.16
473,idolize,Behaviors,-.14326923,-.52596152,-.051923081,-.18000001,-.15000001,.050000001
474,ignore,Behaviors,-1.7691588,.4906542,-1.8523364,-1.73,.52999997,-1.27
475,imitate,Behaviors,-.33199999,-.064356439,.74799997,-.97000003,-.31999999,.63999999
476,impede,Behaviors,-1.6346534,.82970297,.83960396,-1.5700001,1.0599999,.94
477,implicate,Behaviors,-.93535352,.833,.69191921,-.79000002,.75999999,.51999998
478,implore,Behaviors,.4231579,-.23263158,.83473682,.68000001,.62,.63
479,imprison,Behaviors,-2.0406251,2.4270833,.921875,-1.29,2.22,.2
480,incarcerate,Behaviors,-.41153845,2.5778847,1.3163462,-.56999999,1.98,.41999999
481,incite,Behaviors,-1.0035294,.99176472,1.4847059,-.54000002,1.35,.95999998
482,incriminate,Behaviors,-1.5722772,1.3663366,1.0792079,-1.39,1.28,.97000003
483,indoctrinate,Behaviors,-1.0386363,1.4227272,.70795453,-.13,1.87,.039999999
484,indulge,Behaviors,.94951457,1.0398058,.43592232,.88999999,.94,.38999999
485,influence,Behaviors,1.0991304,2.22,.87739128,.81999999,2.54,.33000001
486,inform,Behaviors,2.0408163,1.305102,.8234694,2.1800001,2.1900001,.30000001
487,infuriate,Behaviors,-2.3902173,1.1467391,2.0527472,-2.22,1.5700001,1.6900001
488,inject_with_medicine,Behaviors,1.3544555,1.5386138,-.12772277,1.04,1.88,-.38999999
489,injure,Behaviors,-3.1400001,.59399998,1.5470001,-2.96,1.34,1.1900001
490,inspect,Behaviors,.086407766,1.0815533,.20097087,-.090000004,.86000001,-.33000001
491,inspire,Behaviors,3.2601941,2.7495146,1.2650485,3.3699999,3.3,.38999999
492,instruct,Behaviors,2.3380952,2.1733334,1.4314286,2.03,2.3199999,.49000001
493,insult,Behaviors,-2.7524753,-.041176468,1.2401961,-2.5999999,-.059999999,1.4
494,interest,Behaviors,2.0999999,1.3970803,.97518247,2.0599999,1.9400001,.56999999
495,interfere_with,Behaviors,-1.7433962,.89811319,1.5745283,-1.36,.75999999,.99000001
496,interrogate,Behaviors,-.94215685,1.7803922,1.7980392,-.69999999,1.84,1.05
497,interrupt,Behaviors,-2.2836537,.24711539,1.9173077,-1.99,.38999999,1.84
498,interview,Behaviors,1.5881188,1.5653465,.87326735,1.3200001,1.76,.34
499,intimidate,Behaviors,-2.1930001,1.4,1.705,-1.8,1.4,1.11
500,intruder,Behaviors,-2.5690722,.42783505,1.1721649,-2.5,.82999998,.41
501,invite,Behaviors,2.1342106,1.4815789,.60614038,2.4200001,1.61,.38
502,irritate,Behaviors,-2.4219048,.13238096,1.7152381,-2.4100001,.38999999,1.62
503,isolate,Behaviors,-2.2846153,.55576921,-1.0509615,-2.74,1.4400001,-1.48
504,jail,Behaviors,-.40571427,2.4443395,1.4660378,-.38,2.4000001,.95999998
505,jeer_at,Behaviors,-2.3891892,.011711716,1.5252252,-2.22,.11,1.72
506,jest,Behaviors,.0010526318,.14736842,1.4221053,-.44,.28,1.48
507,join,Behaviors,1.6098039,1.2637255,.98627454,1.72,1.66,.52999997
508,joke_with,Behaviors,2.2247312,1.0139785,1.7161291,2.3099999,1.25,1.88
509,jolt,Behaviors,-1.1,.8989796,1.7510204,-1.0700001,1.0700001,1.78
510,josh,Behaviors,.099999994,.46516854,1.2089888,.15000001,.38999999,1.12
511,jostle,Behaviors,-1.3625,.60520834,1.6020833,-1.01,.69,1.51
512,kick,Behaviors,-2.6967032,.91428572,2.4516482,-2.49,.56999999,1.88
513,kill,Behaviors,-3.6333334,2.1533334,2.2277777,-4.2600002,1.95,-.11
514,kiss,Behaviors,2.6274509,1.9039216,.47745097,2.48,2.3299999,.1
515,knife,Behaviors,-3.380198,1.6574258,2.710891,-3.6700001,1.62,2.0799999
516,knock_out,Behaviors,-2.5336735,2.0857143,2.5459185,-2.26,2.3199999,2.3699999
517,kowtow_to,Behaviors,-1.5685714,-1.8885714,-.71830988,-1.05,-1.14,.47999999
518,laud,Behaviors,1.7582418,1.2395605,1.2054945,1.1900001,1.1,1.0599999
519,laugh_at,Behaviors,-1.2193182,.50568181,1.8545455,-.56,.85000002,1.99
520,laugh_with,Behaviors,3.1494737,1.8819149,2.5536842,3.1199999,2.3599999,2.4300001
521,lay_off_someone_from_a_job,Behaviors,-2.3538461,1.9538462,.84945053,-1.9299999,1.85,.28
522,lead,Behaviors,2.02,2.3321738,1.2217392,2.02,2.5899999,.73000002
523,leave,Behaviors,-.84476191,1.2780952,.75904763,-1.84,1.45,-.2
524,lecture,Behaviors,.035514019,1.2728972,1.306542,.07,1.24,.87
525,leer_at,Behaviors,-2.1824176,-.18791209,-.54835165,-1.29,-.090000004,-.61000001
526,lend_money_to,Behaviors,1.2708738,1.6349515,-.2961165,1.65,1.59,-.18000001
527,liberate,Behaviors,2.9376237,2.690099,1.6732674,2.8499999,2.77,1.15
528,lie_to,Behaviors,-2.5368421,-.0010526271,.43894738,-2.52,.73000002,-.19
529,lift,Behaviors,1.380198,2.0336633,1.3247524,1.78,2.4200001,1.17
530,like,Behaviors,2.6657143,1.5676191,.41619048,2.6099999,1.84,.38999999
531,listen_to,Behaviors,2.786087,1.2686956,-1.7434783,2.9200001,2.1400001,-1.61
532,loathe,Behaviors,-2.165,-.123,-.255,-2.3099999,.050000001,-.059999999
533,look_at,Behaviors,.9254902,.37156862,-.66237622,.83999997,.74000001,-.38999999
534,love,Behaviors,3.3603773,2.6396227,.67547172,3.3599999,3.1099999,.64999998
535,lure,Behaviors,-1.6666666,1.1604167,.234375,-1.0599999,1.51,-.82999998
536,lust_for,Behaviors,.31702128,.40851063,.97446811,.039999999,1.15,.63
537,make_fun_of,Behaviors,-2.7648935,-.43829787,1.5559139,-2.8900001,.34999999,1.67
538,make_love_to,Behaviors,3.1564357,2.2594059,1.7366337,3.1400001,2.79,1.08
539,malign,Behaviors,-2.572093,.32954544,1.0655172,-1.87,.67000002,.51999998
540,manipulate,Behaviors,-2.8528845,.97692305,.62115383,-2.5699999,1.65,.72000003
541,marry,Behaviors,2.2852941,1.7529411,1.1882353,2.52,2.28,.20999999
542,massage,Behaviors,2.0953703,1.0592593,-.56759256,2.27,.92000002,-1.66
543,medicate,Behaviors,.78585857,1.2070707,-.1622449,1.37,2.0699999,-.43000001
544,mimic,Behaviors,-1.0121212,-.58585858,1.0929292,-.94,-.5,1.01
545,misinform,Behaviors,-2.3940001,.26100001,.121,-2.3599999,.58999997,.41999999
546,misjudge,Behaviors,-2.3556604,-.39719626,.14392523,-2.1600001,.14,.51999998
547,mislead,Behaviors,-2.7950001,.069306932,.50198019,-2.3800001,.63999999,.23999999
548,miss,Behaviors,-.24835165,-.12197801,-1.1544445,-.050000001,.94,-1.38
549,misunderstand,Behaviors,-1.7020408,-.78775513,-.55612242,-1.5599999,-.50999999,-.22
550,mock,Behaviors,-2.5999999,-.43269232,1.2451923,-2.48,-.0099999998,1.6
551,molest,Behaviors,-3.7752476,1.1128713,1.1594059,-4.0100002,1.2,.46000001
552,monitor,Behaviors,-.29223302,1.0514563,-.41650486,-.029999999,1.34,-1.17
553,mortify,Behaviors,-2.5161765,.58676469,1.2536764,-2.6400001,1.52,1.3
554,mouth_off_to,Behaviors,-2.0032966,.55934066,2.5857143,-1.98,.54000002,2.1900001
555,mug,Behaviors,-3.5120878,.88461536,2.3747253,-3.3199999,.88999999,1.52
556,mumble_to,Behaviors,-1.3680413,-1.6755102,-1.8030612,-.92000002,-1.7,-2.0699999
557,murder,Behaviors,-3.786,1.619,2.0810001,-3.9000001,2.1199999,1.08
558,murmur_to,Behaviors,-.10104167,-.75833333,-1.7628866,-.25,-.81,-2.1700001
559,nag,Behaviors,-2.2420561,-.15981308,1.8028038,-1.92,-.28999999,2.03
560,need,Behaviors,.58676469,-.8654412,-.39117646,.60000002,.07,-.11
561,needle,Behaviors,-1.7681818,.14431819,1.3397727,-1.7,-.029999999,.31999999
562,neglect,Behaviors,-3.1089108,-.25445545,-1.6722772,-3.1300001,.69,-1.33
563,negotiate_with,Behaviors,1.8761363,1.6545454,.9727273,2.1500001,2.3099999,1.11
564,notice,Behaviors,1.6640776,.93495148,.19514562,2.0899999,1.49,-.13
565,nudge,Behaviors,-.085148513,.057425745,.10396039,-.039999999,.1,.1
566,nuzzle,Behaviors,2.0677083,.68865979,-.6270833,1.34,.28999999,-1.12
567,obey,Behaviors,.910101,-.93469387,-.73265308,.91000003,-.2,-.89999998
568,observe,Behaviors,.73649633,.12335766,-1.2386861,.74000001,.63999999,-1.74
569,obstruct,Behaviors,-1.7649214,1.4308901,1.073822,-1.66,1.24,.92000002
570,offend,Behaviors,-2.4148936,.4925532,1.2408602,-2.3399999,.75999999,1.11
571,ogle,Behaviors,-1.3263736,-.44615385,-.13516483,-.81,-.13,-.14
572,oppose,Behaviors,-.121875,1.440625,1.1364583,-.13,1.5599999,.99000001
573,oppress,Behaviors,-3.228421,1.028421,1.0189474,-3.23,1.91,.28999999
574,order,Behaviors,-.55220586,1.5676471,1.4772059,-.81999999,1.83,1.46
