Month,Day,Year,Temp
5,22,1998,61.8
5,23,1998,58.5
5,24,1998,66.1
5,25,1998,65.9
5,26,1998,63
5,27,1998,66
5,28,1998,72.3
5,29,1998,75.5
5,30,1998,73.8
5,31,1998,77.4
6,1,1998,67.2
6,2,1998,71.9
6,3,1998,61.1
6,4,1998,57.4
6,5,1998,55.6
6,6,1998,51.1
6,7,1998,57.1
6,8,1998,60.2
6,9,1998,59.2
6,10,1998,68.3
6,11,1998,69.2
6,12,1998,75.2
6,13,1998,69.6
6,14,1998,66
6,15,1998,66.2
6,16,1998,67.6
6,17,1998,70.6
6,18,1998,74.6
6,19,1998,76.2
6,20,1998,75.2
6,21,1998,75.5
6,22,1998,76.7
6,23,1998,72.7
6,24,1998,79.3
6,25,1998,83.2
6,26,1998,83.5
6,27,1998,83.7
6,28,1998,83.2
6,29,1998,81.1
6,30,1998,72.2
7,1,1998,70.2
7,2,1998,71.7
7,3,1998,73.4
7,4,1998,74.6
7,5,1998,71.1
7,6,1998,71.9
7,7,1998,74.8
7,8,1998,75.7
7,9,1998,76
7,10,1998,74.3
7,11,1998,66.6
7,12,1998,69.8
7,13,1998,72.5
7,14,1998,75.9
7,15,1998,74.1
7,16,1998,75.6
7,17,1998,73.7
7,18,1998,75.9
7,19,1998,78.4
7,20,1998,76.3
7,21,1998,82.1
7,22,1998,78.3
7,23,1998,74.2
7,24,1998,70.1
7,25,1998,68.9
7,26,1998,69.3
7,27,1998,71.5
7,28,1998,73.6
7,29,1998,76.1
7,30,1998,74.1
7,31,1998,70.7
8,1,1998,68.6
8,2,1998,69.3
8,3,1998,73.8
8,4,1998,74.3
8,5,1998,73.6
8,6,1998,76.6
8,7,1998,76.7
8,8,1998,78.1
8,9,1998,75.8
8,10,1998,75.8
8,11,1998,73.5
8,12,1998,70.1
8,13,1998,69.4
8,14,1998,71.1
8,15,1998,72.8
8,16,1998,80.9
8,17,1998,75.6
8,18,1998,76.7
8,19,1998,66.7
8,20,1998,66.9
8,21,1998,74
8,22,1998,75.8
8,23,1998,76.6
8,24,1998,78.8
8,25,1998,77
8,26,1998,73
8,27,1998,70.7
8,28,1998,73.3
8,29,1998,73.7
8,30,1998,75.4
8,31,1998,70.4
9,1,1998,67.2
9,2,1998,67.9
9,3,1998,67.9
9,4,1998,72.1
9,5,1998,70.3
9,6,1998,80.1
9,7,1998,75.5
9,8,1998,60.3
9,9,1998,57.4
9,10,1998,61.9
9,11,1998,68.3
9,12,1998,72.5
9,13,1998,74.8
9,14,1998,78.6
9,15,1998,78.5
9,16,1998,73.5
9,17,1998,70.8
9,18,1998,70.8
9,19,1998,74.7
9,20,1998,75
9,21,1998,72.4
9,22,1998,68.2
9,23,1998,56.8
9,24,1998,59
9,25,1998,72
9,26,1998,77.8
9,27,1998,77.3
9,28,1998,69.5
9,29,1998,67.3
9,30,1998,69.7
1,0            1,1998,62.5
1,0            2,1998,51.9
1,0            3,1998,49.9
1,0            4,1998,52.2
1,0            5,1998,60.9
1,0            6,1998,71
1,0            7,1998,66.5
1,0            8,1998,54.1
1,0            9,1998,53.1
1,0            10,1998,53.5
1,0            11,1998,55.7
1,0            12,1998,58
1,0            13,1998,57.8
1,0            14,1998,48.6
1,0            15,1998,49.7
1,0            16,1998,59.9
1,0            17,1998,64.7
1,0            18,1998,64.4
1,0            19,1998,52.2
1,0            20,1998,51.5
1,0            21,1998,48.5
1,0            22,1998,41.4
1,0            23,1998,45.2
1,0            24,1998,48.8
1,0            25,1998,52.5
1,0            26,1998,55.4
1,0            27,1998,57.6
1,0            28,1998,59.1
1,0            29,1998,54.8
1,0            30,1998,58.7
1,0            31,1998,57.4
1,1            1,1998,53.3
1,1            2,1998,48.7
1,1            3,1998,42
1,1            4,1998,37.5
1,1            5,1998,32.5
1,1            6,1998,37.8
1,1            7,1998,36.7
1,1            8,1998,40
1,1            9,1998,44.6
1,1            10,1998,55.4
1,1            11,1998,44.6
1,1            12,1998,38.9
1,1            13,1998,46.8
1,1            14,1998,47.1
1,1            15,1998,47.4
1,1            16,1998,43.2
1,1            17,1998,47.7
1,1            18,1998,41.6
1,1            19,1998,52.1
1,1            20,1998,42.8
1,1            21,1998,33.8
1,1            22,1998,37.2
1,1            23,1998,50.8
1,1            24,1998,46.1
1,1            25,1998,44.7
1,1            26,1998,46.9
1,1            27,1998,46.7
1,1            28,1998,51.6
1,1            29,1998,56.8
1,1            30,1998,61
1,2            1,1998,48.8
1,2            2,1998,49.5
1,2            3,1998,57
1,2            4,1998,62.6
1,2            5,1998,59.9
1,2            6,1998,65.1
1,2            7,1998,53.2
1,2            8,1998,41.4
1,2            9,1998,36
1,2            10,1998,35.7
1,2            11,1998,34.4
1,2            12,1998,37.7
1,2            13,1998,37.4
1,2            14,1998,33.8
1,2            15,1998,35.8
1,2            16,1998,36.4
1,2            17,1998,33.5
1,2            18,1998,32.3
1,2            19,1998,43.3
1,2            20,1998,39
1,2            21,1998,48.2
1,2            22,1998,21.2
1,2            23,1998,12.1
1,2            24,1998,-99
1,2            25,1998,-99
1,2            26,1998,26.4
1,2            27,1998,31.2
1,2            28,1998,33.4
1,2            29,1998,36.5
1,2            30,1998,-99
1,2            31,1998,-99
1,1,1999,10
1,2,1999,18.8
1,3,1999,22.7
1,4,1999,7.1
1,5,1999,0
1,6,1999,21.6
1,7,1999,14.5
1,8,1999,18.1
1,9,1999,18.5
1,10,1999,-99
1,11,1999,9.3
1,12,1999,37.4
1,13,1999,32.6
1,14,1999,15.3
1,15,1999,15.1
1,16,1999,32.4
1,17,1999,37.4
1,18,1999,39.4
1,19,1999,32.9
1,20,1999,39.2
1,21,1999,42.1
1,22,1999,55.2
1,23,1999,57.8
1,24,1999,37.9
1,25,1999,34
1,26,1999,32.7
1,27,1999,46.3
1,28,1999,44.2
1,29,1999,34.7
1,30,1999,32.4
1,31,1999,34
2,1,1999,38.6
2,2,1999,43.6
2,3,1999,36.1
2,4,1999,39.9
2,5,1999,29.5
2,6,1999,46.1
2,7,1999,39.3
2,8,1999,35.3
2,9,1999,45.4
2,10,1999,42.7
2,11,1999,54.6
2,12,1999,41.4
2,13,1999,21.1
2,14,1999,24.1
2,15,1999,36.9
2,16,1999,46.6
2,17,1999,36.9
2,18,1999,29.8
2,19,1999,28.9
2,20,1999,27.1
2,21,1999,24.1
2,22,1999,21.4
2,23,1999,26.5
2,24,1999,30.4
2,25,1999,33.3
2,26,1999,32.3
2,27,1999,40.1
2,28,1999,43.4
3,1,1999,35.8
3,2,1999,34.8
3,3,1999,36.9
3,4,1999,31.3
3,5,1999,38.4
3,6,1999,38.5
3,7,1999,20.4
3,8,1999,22
3,9,1999,30.6
3,10,1999,25.8
3,11,1999,19.5
3,12,1999,23.3
3,13,1999,25.6
3,14,1999,29.2
3,15,1999,28.9
3,16,1999,35.5
3,17,1999,52.2
3,18,1999,43.8
3,19,1999,36
3,20,1999,38.7
3,21,1999,42.3
3,22,1999,33.7
3,23,1999,36.4
3,24,1999,42.5
3,25,1999,34.7
3,26,1999,35
3,27,1999,36.9
3,28,1999,43.9
3,29,1999,51.4
3,30,1999,50.4
3,31,1999,54.1
4,1,1999,55.8
4,2,1999,60.3
4,3,1999,61.6
4,4,1999,61.4
4,5,1999,52.2
4,6,1999,62.2
4,7,1999,55.4
4,8,1999,64.5
4,9,1999,63.1
4,10,1999,46.3
4,11,1999,55
4,12,1999,44.8
4,13,1999,47.1
4,14,1999,51.8
4,15,1999,52
4,16,1999,44
4,17,1999,38.9
4,18,1999,43
4,19,1999,46
4,20,1999,48.3
4,21,1999,55.6
4,22,1999,69.2
4,23,1999,62.9
4,24,1999,44.5
4,25,1999,46.2
4,26,1999,55.8
4,27,1999,57.4
4,28,1999,54.6
4,29,1999,54.8
4,30,1999,55.9
5,1,1999,58.5
5,2,1999,61.2
5,3,1999,63.9
5,4,1999,65.5
5,5,1999,68.5
5,6,1999,68
5,7,1999,62
5,8,1999,57.8
5,9,1999,59.6
5,10,1999,63.5
5,11,1999,68.5
5,12,1999,72.1
5,13,1999,58.2
5,14,1999,56.5
5,15,1999,60.9
5,16,1999,68.5
5,17,1999,74.8
5,18,1999,66.2
5,19,1999,61.4
5,20,1999,63
5,21,1999,67.3
5,22,1999,67.4
5,23,1999,61.4
5,24,1999,55.6
5,25,1999,54.1
5,26,1999,56.9
5,27,1999,60.2
5,28,1999,67.6
5,29,1999,72.9
5,30,1999,74.4
5,31,1999,71.5
6,1,1999,69.7
6,2,1999,71.7
6,3,1999,66.3
6,4,1999,64.7
6,5,1999,72.5
6,6,1999,79.9
6,7,1999,80.4
6,8,1999,81.4
6,9,1999,80.1
6,10,1999,80.8
6,11,1999,80.6
6,12,1999,77.3
6,13,1999,73.6
6,14,1999,70.2
6,15,1999,62
6,16,1999,58.8
6,17,1999,62.2
6,18,1999,61.1
6,19,1999,63.7
6,20,1999,68.3
6,21,1999,73.4
6,22,1999,73.6
6,23,1999,75.2
6,24,1999,74.6
6,25,1999,75.5
6,26,1999,78.5
6,27,1999,77
6,28,1999,75.7
6,29,1999,70.7
6,30,1999,67.1
7,1,1999,73.5
7,2,1999,76.1
7,3,1999,80.9
7,4,1999,82.9
7,5,1999,82.5
7,6,1999,81.7
7,7,1999,73.3
7,8,1999,74.6
7,9,1999,78.7
7,10,1999,71.4
7,11,1999,66.1
7,12,1999,68.1
7,13,1999,71.7
7,14,1999,73.9
7,15,1999,76.7
7,16,1999,79
7,17,1999,78.8
7,18,1999,75.3
7,19,1999,78.2
7,20,1999,77.7
7,21,1999,81
7,22,1999,83.7
7,23,1999,80.5
7,24,1999,82.4
7,25,1999,82.5
7,26,1999,79.7
7,27,1999,76.6
7,28,1999,79.1
7,29,1999,80.4
7,30,1999,86.7
7,31,1999,87.3
8,1,1999,79.1
8,2,1999,73.7
8,3,1999,70.3
8,4,1999,74.7
8,5,1999,72.4
8,6,1999,71.8
8,7,1999,77.4
8,8,1999,75.9
8,9,1999,67
8,10,1999,71.7
8,11,1999,75
8,12,1999,75.3
8,13,1999,79.8
8,14,1999,66.3
8,15,1999,66.2
8,16,1999,70
8,17,1999,78
8,18,1999,72.1
8,19,1999,69.9
8,20,1999,66.8
8,21,1999,66.9
8,22,1999,71.4
8,23,1999,74.2
8,24,1999,71.8
8,25,1999,66.9
8,26,1999,67.1
8,27,1999,71.5
8,28,1999,74.6
8,29,1999,73.7
8,30,1999,62.5
8,31,1999,64
9,1,1999,69.5
9,2,1999,73.1
9,3,1999,75.6
9,4,1999,77.7
9,5,1999,76.5
9,6,1999,75.9
9,7,1999,70
9,8,1999,72.5
9,9,1999,73.4
9,10,1999,64.2
9,11,1999,66.5
9,12,1999,75.3
9,13,1999,74.1
9,14,1999,62.3
9,15,1999,62.9
9,16,1999,59.4
9,17,1999,58.6
9,18,1999,62.2
9,19,1999,66.2
9,20,1999,65.7
9,21,1999,56
9,22,1999,51.7
9,23,1999,59.9
9,24,1999,64.2
9,25,1999,65.5
9,26,1999,71.7
9,27,1999,69.4
9,28,1999,72.8
9,29,1999,65.8
9,30,1999,53.7
1,0            1,1999,58
1,0            2,1999,60.6
1,0            3,1999,57.7
1,0            4,1999,50.8
1,0            5,1999,49
1,0            6,1999,54
1,0            7,1999,52.1
1,0            8,1999,57.1
1,0            9,1999,63.1
1,0            10,1999,62.6
1,0            11,1999,59.4
1,0            12,1999,56.7
1,0            13,1999,63.4
1,0            14,1999,49.2
1,0            15,1999,53.2
1,0            16,1999,65
1,0            17,1999,58.2
1,0            18,1999,44.2
1,0            19,1999,43.9
1,0            20,1999,45.7
1,0            21,1999,46.1
1,0            22,1999,54.3
1,0            23,1999,42.7
1,0            24,1999,40.9
1,0            25,1999,43.4
1,0            26,1999,51.1
1,0            27,1999,48.2
1,0            28,1999,54.1
1,0            29,1999,62.9
1,0            30,1999,62.4
1,0            31,1999,62.7
1,1            1,1999,62.6
1,1            2,1999,49.7
1,1            3,1999,36
1,1            4,1999,40.7
1,1            5,1999,53.8
1,1            6,1999,56.4
1,1            7,1999,44.3
1,1            8,1999,48.3
1,1            9,1999,61.1
1,1            10,1999,61.1
1,1            11,1999,50.8
1,1            12,1999,43.5
1,1            13,1999,51.5
1,1            14,1999,56
1,1            15,1999,37.7
1,1            16,1999,36.2
1,1            17,1999,32.5
1,1            18,1999,40.3
1,1            19,1999,54.4
1,1            20,1999,47.9
1,1            21,1999,49.2
1,1            22,1999,57.8
1,1            23,1999,57.5
1,1            24,1999,51.2
1,1            25,1999,39
1,1            26,1999,42.3
1,1            27,1999,41.5
1,1            28,1999,38.1
1,1            29,1999,34.3
1,1            30,1999,28.7
1,2            1,1999,28.6
1,2            2,1999,38.2
1,2            3,1999,51.2
1,2            4,1999,53.1
1,2            5,1999,55.3
1,2            6,1999,39
1,2            7,1999,31.9
1,2            8,1999,36.3
1,2            9,1999,41.4
1,2            10,1999,45.9
1,2            11,1999,31
1,2            12,1999,35.6
1,2            13,1999,38.6
1,2            14,1999,40.7
1,2            15,1999,38.9
1,2            16,1999,32.7
1,2            17,1999,31.7
1,2            18,1999,31.6
1,2            19,1999,32.7
1,2            20,1999,40.4
1,2            21,1999,21.3
1,2            22,1999,18.3
1,2            23,1999,24.1
1,2            24,1999,18.9
1,2            25,1999,14.5
1,2            26,1999,27
1,2            27,1999,23.2
1,2            28,1999,19
1,2            29,1999,28.9
1,2            30,1999,37.2
1,2            31,1999,35.8
1,1,2000,39.3
1,2,2000,54.1
1,3,2000,53.2
1,4,2000,42.9
1,5,2000,26.5
1,6,2000,30.6
1,7,2000,33.7
1,8,2000,29.4
1,9,2000,37.6
1,10,2000,45.6
1,11,2000,39.3
1,12,2000,33.1
1,13,2000,34.3
1,14,2000,18.7
1,15,2000,30
1,16,2000,41.6
1,17,2000,21.2
1,18,2000,21.6
1,19,2000,23.7
1,20,2000,23.7
1,21,2000,2.8
1,22,2000,6.2
1,23,2000,24.4
1,24,2000,8.1
1,25,2000,9.4
1,26,2000,14.6
1,27,2000,4.1
1,28,2000,4.7
1,29,2000,17
1,30,2000,27.7
1,31,2000,23.6
2,1,2000,24.5
2,2,2000,21.9
2,3,2000,30
2,4,2000,29.4
2,5,2000,24.5
2,6,2000,23.1
2,7,2000,31.9
2,8,2000,25.2
2,9,2000,34.5
2,10,2000,43.6
2,11,2000,36.6
2,12,2000,28.1
2,13,2000,31.7
2,14,2000,31
2,15,2000,31.3
2,16,2000,37.9
2,17,2000,28.9
2,18,2000,33.4
2,19,2000,30.2
2,20,2000,31.5
2,21,2000,34.7
2,22,2000,45.9
2,23,2000,55.1
2,24,2000,56.3
2,25,2000,61.7
2,26,2000,64.4
2,27,2000,53.6
2,28,2000,41.2
2,29,2000,44.5
3,1,2000,54
3,2,2000,39.8
3,3,2000,33.6
3,4,2000,39.1
3,5,2000,48.5
3,6,2000,53.4
3,7,2000,59
3,8,2000,63.9
3,9,2000,64.3
3,10,2000,39.7
3,11,2000,31.3
3,12,2000,28.2
3,13,2000,32.4
3,14,2000,42.5
3,15,2000,53.3
3,16,2000,49.2
3,17,2000,29.8
3,18,2000,30.9
3,19,2000,42.5
3,20,2000,47.5
3,21,2000,47.3
3,22,2000,47
3,23,2000,51.4
3,24,2000,56.8
3,25,2000,62.8
3,26,2000,52
3,27,2000,50.8
3,28,2000,41.8
3,29,2000,41.2
3,30,2000,40.4
3,31,2000,43.7
4,1,2000,50.3
4,2,2000,54.9
4,3,2000,56.8
4,4,2000,42.6
4,5,2000,39
4,6,2000,55.2
4,7,2000,51.9
4,8,2000,43.7
4,9,2000,37.2
4,10,2000,42.9
4,11,2000,44.8
4,12,2000,39.9
4,13,2000,42.8
4,14,2000,54.1
4,15,2000,63.5
4,16,2000,62.8
4,17,2000,56
4,18,2000,46
4,19,2000,54.8
4,20,2000,62.3
4,21,2000,46.3
4,22,2000,45.6
4,23,2000,50.5
4,24,2000,55.5
4,25,2000,52.4
4,26,2000,48.3
4,27,2000,53.5
4,28,2000,52.4
4,29,2000,55.9
4,30,2000,58.3
5,1,2000,60.1
5,2,2000,57.1
5,3,2000,60.9
5,4,2000,68.6
5,5,2000,69.9
5,6,2000,71.4
5,7,2000,72.4
5,8,2000,72.8
5,9,2000,74.5
5,10,2000,62.8
5,11,2000,63.3
5,12,2000,76
5,13,2000,68.4
5,14,2000,52.7
5,15,2000,55.4
5,16,2000,57.6
5,17,2000,63.1
5,18,2000,68.8
5,19,2000,68.6
5,20,2000,53.2
5,21,2000,57.5
5,22,2000,60.4
5,23,2000,61.1
5,24,2000,72.9
5,25,2000,66.2
5,26,2000,63.9
5,27,2000,64.8
5,28,2000,64.7
5,29,2000,58.7
5,30,2000,62.4
5,31,2000,71.3
6,1,2000,76.9
6,2,2000,76.2
6,3,2000,61
6,4,2000,60.5
6,5,2000,60.5
6,6,2000,56.8
6,7,2000,63.5
6,8,2000,70.6
6,9,2000,75
6,10,2000,77.7
6,11,2000,79.1
6,12,2000,77.5
6,13,2000,77.3
6,14,2000,75.9
6,15,2000,73.2
6,16,2000,73
6,17,2000,69.8
6,18,2000,66.6
6,19,2000,64.5
6,20,2000,69.6
6,21,2000,74.5
6,22,2000,73.7
6,23,2000,74.6
6,24,2000,75.7
6,25,2000,75.3
6,26,2000,75
6,27,2000,71.9
6,28,2000,66
6,29,2000,67.7
6,30,2000,66.6
7,1,2000,69.4
7,2,2000,73.9
7,3,2000,74.5
7,4,2000,75.6
7,5,2000,75.1
7,6,2000,73
7,7,2000,68.6
7,8,2000,67.3
7,9,2000,74.2
7,10,2000,78.1
7,11,2000,73.7
7,12,2000,70.8
7,13,2000,73
7,14,2000,76
7,15,2000,70.3
7,16,2000,69.8
7,17,2000,73.1
7,18,2000,76.2
7,19,2000,67
7,20,2000,65.1
7,21,2000,70.2
7,22,2000,65.5
7,23,2000,67.1
7,24,2000,67.2
7,25,2000,68.1
7,26,2000,72.2
7,27,2000,74.9
7,28,2000,76.9
7,29,2000,71.1
7,30,2000,71.6
7,31,2000,74
8,1,2000,72.4
8,2,2000,74.8
8,3,2000,71.5
8,4,2000,67
8,5,2000,67.3
8,6,2000,74.5
8,7,2000,75.3
8,8,2000,74.2
8,9,2000,74.9
8,10,2000,72.1
8,11,2000,70.7
8,12,2000,68.4
8,13,2000,67.8
8,14,2000,70
8,15,2000,75.7
8,16,2000,75.9
8,17,2000,67.2
8,18,2000,67.2
8,19,2000,64.7
8,20,2000,61.6
8,21,2000,63.5
8,22,2000,68.6
8,23,2000,74.8
8,24,2000,73.2
8,25,2000,69.5
8,26,2000,69.8
8,27,2000,68.4
8,28,2000,69.6
8,29,2000,72.9
8,30,2000,75.7
8,31,2000,77
9,1,2000,77.5
9,2,2000,77.1
9,3,2000,73.8
9,4,2000,71.4
9,5,2000,61.3
9,6,2000,60
9,7,2000,65.8
9,8,2000,72.7
9,9,2000,73
9,10,2000,72.7
9,11,2000,72.3
9,12,2000,69.9
9,13,2000,64.6
9,14,2000,64.1
9,15,2000,57.1
9,16,2000,52.3
9,17,2000,57.3
9,18,2000,63.6
9,19,2000,68.8
9,20,2000,72.4
9,21,2000,56.7
9,22,2000,58.3
9,23,2000,71.1
9,24,2000,61
9,25,2000,50.8
9,26,2000,50.7
9,27,2000,55.2
9,28,2000,56.8
9,29,2000,51.1
9,30,2000,56.8
1,0            1,2000,62.8
1,0            2,2000,67.9
1,0            3,2000,70.4
1,0            4,2000,67.8
1,0            5,2000,61.2
1,0            6,2000,55.5
1,0            7,2000,40.7
1,0            8,2000,38.9
1,0            9,2000,41.9
1,0            10,2000,47.9
1,0            11,2000,49
1,0            12,2000,52.8
1,0            13,2000,57.2
1,0            14,2000,63
1,0            15,2000,63.6
1,0            16,2000,55.9
1,0            17,2000,56.5
1,0            18,2000,53.4
1,0            19,2000,55.6
1,0            20,2000,59.3
1,0            21,2000,61.8
1,0            22,2000,61.7
1,0            23,2000,63.4
1,0            24,2000,65.7
1,0            25,2000,63.7
1,0            26,2000,63.7
1,0            27,2000,67.6
1,0            28,2000,55.2
1,0            29,2000,42.6
1,0            30,2000,45.3
1,0            31,2000,49.4
1,1            1,2000,54
1,1            2,2000,58.8
1,1            3,2000,61.2
1,1            4,2000,50.7
1,1            5,2000,43.9
1,1            6,2000,45.2
1,1            7,2000,55.1
1,1            8,2000,54.1
1,1            9,2000,60.8
1,1            10,2000,42.4
1,1            11,2000,42.2
1,1            12,2000,43
1,1            13,2000,42.5
1,1            14,2000,33.9
1,1            15,2000,34.9
1,1            16,2000,40.3
1,1            17,2000,31.8
1,1            18,2000,28.8
1,1            19,2000,32.9
1,1            20,2000,31.3
1,1            21,2000,22.3
1,1            22,2000,20.7
1,1            23,2000,25.2
1,1            24,2000,29.3
1,1            25,2000,39.3
1,1            26,2000,43.1
1,1            27,2000,39
1,1            28,2000,35.2
1,1            29,2000,35
1,1            30,2000,35.1
1,2            1,2000,33
1,2            2,2000,28
1,2            3,2000,23.9
1,2            4,2000,24.5
1,2            5,2000,26.9
1,2            6,2000,18.7
1,2            7,2000,25.1
1,2            8,2000,32.5
1,2            9,2000,21.3
1,2            10,2000,31
1,2            11,2000,38.4
1,2            12,2000,27.1
1,2            13,2000,21.7
1,2            14,2000,28.1
1,2            15,2000,24.3
1,2            16,2000,40.4
1,2            17,2000,21
1,2            18,2000,11.1
1,2            19,2000,15.5
1,2            20,2000,12.3
1,2            21,2000,20.1
1,2            22,2000,3.3
1,2            23,2000,8.7
1,2            24,2000,17.7
1,2            25,2000,5.1
1,2            26,2000,11.5
1,2            27,2000,18.3
1,2            28,2000,12
1,2            29,2000,15.3
1,2            30,2000,16.1
1,2            31,2000,20.7
1,1,2001,23.2
1,2,2001,18.8
1,3,2001,12.9
1,4,2001,24.2
1,5,2001,31.9
1,6,2001,29.6
1,7,2001,31.5
1,8,2001,28
1,9,2001,15.7
1,10,2001,23.2
1,11,2001,30.5
1,12,2001,34
1,13,2001,29.3
1,14,2001,36.8
1,15,2001,39.3
1,16,2001,32.9
1,17,2001,29.1
1,18,2001,32.4
1,19,2001,31.9
1,20,2001,22.1
1,21,2001,18.7
1,22,2001,28.4
1,23,2001,30.1
1,24,2001,29.8
1,25,2001,24.4
1,26,2001,24
1,27,2001,28.8
1,28,2001,19.2
1,29,2001,35.9
1,30,2001,43.3
1,31,2001,35
2,1,2001,33.6
2,2,2001,22.9
2,3,2001,18.5
2,4,2001,34.3
2,5,2001,34
2,6,2001,32.6
2,7,2001,32.4
2,8,2001,45.1
2,9,2001,59
2,10,2001,32.3
2,11,2001,22.4
2,12,2001,31.6
2,13,2001,40.7
2,14,2001,48.6
2,15,2001,38.5
2,16,2001,35.8
2,17,2001,24
2,18,2001,18.7
2,19,2001,32.3
2,20,2001,46
2,21,2001,29.8
2,22,2001,22.5
2,23,2001,32.4
2,24,2001,37.4
2,25,2001,55.1
2,26,2001,34.7
2,27,2001,36.1
2,28,2001,27.7
3,1,2001,28.8
3,2,2001,39.6
3,3,2001,39.5
3,4,2001,37.7
3,5,2001,30
3,6,2001,26.6
3,7,2001,31.9
3,8,2001,31.1
3,9,2001,29
3,10,2001,32.7
3,11,2001,41.7
3,12,2001,41
3,13,2001,44.7
3,14,2001,41.6
3,15,2001,45.2
3,16,2001,42.3
3,17,2001,32.8
3,18,2001,33.8
3,19,2001,35.6
3,20,2001,41.4
3,21,2001,46.8
3,22,2001,42
3,23,2001,44.9
3,24,2001,41
3,25,2001,26.5
3,26,2001,19.4
3,27,2001,29
3,28,2001,35.5
3,29,2001,43.5
3,30,2001,42
3,31,2001,43.2
4,1,2001,42.9
4,2,2001,40.2
4,3,2001,49.1
4,4,2001,43.5
4,5,2001,51.6
4,6,2001,65.3
4,7,2001,69.8
4,8,2001,74
4,9,2001,71.6
4,10,2001,61.8
4,11,2001,68.1
4,12,2001,73.6
4,13,2001,56.8
4,14,2001,57.4
4,15,2001,51.6
4,16,2001,40.6
4,17,2001,33.4
4,18,2001,38.3
4,19,2001,48.1
4,20,2001,53.6
4,21,2001,64.3
4,22,2001,69.8
4,23,2001,71.7
4,24,2001,53.8
4,25,2001,47.3
4,26,2001,51.6
4,27,2001,61.8
4,28,2001,53.8
4,29,2001,53.4
4,30,2001,62.8
5,1,2001,69.9
5,2,2001,71
5,3,2001,72.5
5,4,2001,74.6
5,5,2001,67.4
5,6,2001,66.5
5,7,2001,69.1
5,8,2001,62.8
5,9,2001,64.8
5,10,2001,67.2
5,11,2001,69.7
5,12,2001,60.7
5,13,2001,54
5,14,2001,58.8
5,15,2001,64.6
5,16,2001,68.1
5,17,2001,69.7
5,18,2001,65.9
5,19,2001,64
5,20,2001,65.5
5,21,2001,70.8
5,22,2001,61.6
5,23,2001,53.3
5,24,2001,53.7
5,25,2001,53.8
5,26,2001,53.9
5,27,2001,56.5
5,28,2001,57.5
5,29,2001,62.8
5,30,2001,59.4
5,31,2001,56.2
6,1,2001,59.2
6,2,2001,59.2
6,3,2001,55.2
6,4,2001,55.8
6,5,2001,61.2
6,6,2001,67.8
6,7,2001,64.9
6,8,2001,66.3
6,9,2001,67.5
6,10,2001,70.1
6,11,2001,73.2
6,12,2001,75.8
6,13,2001,73.9
6,14,2001,75.9
6,15,2001,77.9
6,16,2001,71.7
6,17,2001,73.7
6,18,2001,75.2
6,19,2001,78.6
6,20,2001,71.9
6,21,2001,67.6
6,22,2001,64.4
6,23,2001,64.3
6,24,2001,65.5
6,25,2001,71.5
6,26,2001,72.7
6,27,2001,74.4
6,28,2001,75.6
6,29,2001,76.9
6,30,2001,77
7,1,2001,74.6
7,2,2001,61.6
7,3,2001,63.8
7,4,2001,68.5
7,5,2001,71.8
7,6,2001,63.6
7,7,2001,67.8
7,8,2001,80.5
7,9,2001,75.4
7,10,2001,79.8
7,11,2001,71.9
7,12,2001,67.7
7,13,2001,68.4
7,14,2001,69.1
7,15,2001,71.9
7,16,2001,75.7
7,17,2001,74.8
7,18,2001,72.7
7,19,2001,76.1
7,20,2001,78
7,21,2001,78.2
7,22,2001,77
7,23,2001,80.1
7,24,2001,82.2
7,25,2001,80.6
7,26,2001,72.7
7,27,2001,69.3
7,28,2001,70.8
7,29,2001,73.9
7,30,2001,76.3
7,31,2001,79.2
8,1,2001,80.6
8,2,2001,81
8,3,2001,77.4
8,4,2001,75.5
8,5,2001,74.5
8,6,2001,77.9
8,7,2001,80.4
8,8,2001,80.6
8,9,2001,81.1
8,10,2001,77.8
8,11,2001,75.8
8,12,2001,75.1
8,13,2001,71.8
8,14,2001,69
8,15,2001,68.3
8,16,2001,73.3
8,17,2001,68.9
8,18,2001,68.6
8,19,2001,66
8,20,2001,66.5
8,21,2001,67.6
8,22,2001,69.1
8,23,2001,70.8
8,24,2001,70.4
8,25,2001,72.2
8,26,2001,75.1
8,27,2001,71.1
8,28,2001,71.2
8,29,2001,70.6
8,30,2001,71.2
8,31,2001,71.4
9,1,2001,66.3
9,2,2001,64.8
9,3,2001,68.5
9,4,2001,73.6
9,5,2001,66.6
9,6,2001,68.4
9,7,2001,73.5
9,8,2001,74.8
9,9,2001,74
9,10,2001,65.5
9,11,2001,64.5
9,12,2001,68.3
9,13,2001,68.7
9,14,2001,57
9,15,2001,55.5
9,16,2001,56.8
9,17,2001,61.3
9,18,2001,65.8
9,19,2001,65.7
9,20,2001,63.1
9,21,2001,65
9,22,2001,61.4
9,23,2001,64.6
9,24,2001,56.9
9,25,2001,46.4
9,26,2001,50.4
9,27,2001,53.4
9,28,2001,49
9,29,2001,52.4
9,30,2001,54.7
1,0            1,2001,57.7
1,0            2,2001,64.1
1,0            3,2001,66.9
1,0            4,2001,65.9
1,0            5,2001,61.6
1,0            6,2001,46
1,0            7,2001,42.4
1,0            8,2001,49.8
1,0            9,2001,53.3
1,0            10,2001,60.9
1,0            11,2001,63.8
1,0            12,2001,63.9
1,0            13,2001,66.8
